,numberOfFinalProperties,numberOfProperties,status,dateApproved,dateClosed,dateInitiallyApproved
51029,0,0,Closed,2006-03-14T00:00:00.000Z,2007-06-25T00:00:00.000Z,2006-03-14T00:00:00.000Z
51031,0,0,Closed,2010-06-15T00:00:00.000Z,2010-06-16T00:00:00.000Z,2006-03-22T00:00:00.000Z
51032,4,4,Closed,2011-10-21T00:00:00.000Z,2011-10-20T00:00:00.000Z,2007-08-07T00:00:00.000Z
51033,4,4,Closed,2011-04-07T00:00:00.000Z,2011-04-22T00:00:00.000Z,2006-09-07T00:00:00.000Z
51034,0,0,Closed,2007-09-04T00:00:00.000Z,2012-07-13T00:00:00.000Z,2007-09-04T00:00:00.000Z
51035,6,6,Closed,2010-01-13T00:00:00.000Z,2010-01-07T00:00:00.000Z,2007-06-29T00:00:00.000Z
51036,1,1,Closed,2010-09-14T00:00:00.000Z,2010-09-14T00:00:00.000Z,2007-10-11T00:00:00.000Z
51038,1,1,Closed,2024-05-22T00:00:00.000Z,2025-01-14T00:00:00.000Z,2023-08-01T00:00:00.000Z
51058,0,0,Closed,2022-06-09T00:00:00.000Z,2022-08-12T00:00:00.000Z,2020-02-27T00:00:00.000Z
51059,25,25,Closed,2021-01-19T00:00:00.000Z,2021-01-19T00:00:00.000Z,2018-10-01T00:00:00.000Z
51062,0,0,Closed,2019-04-29T00:00:00.000Z,2019-04-29T00:00:00.000Z,2015-10-08T00:00:00.000Z
51063,0,0,Closed,2018-04-18T00:00:00.000Z,2018-10-17T00:00:00.000Z,2015-04-22T00:00:00.000Z
51066,0,0,Closed,2022-05-09T00:00:00.000Z,2022-05-09T00:00:00.000Z,2015-05-07T00:00:00.000Z
51067,0,0,Closed,2015-08-04T00:00:00.000Z,2018-02-20T00:00:00.000Z,2015-08-04T00:00:00.000Z
51068,0,0,Closed,2016-02-19T00:00:00.000Z,2020-03-30T00:00:00.000Z,2016-02-19T00:00:00.000Z
51069,2,6,Closed,2023-06-26T00:00:00.000Z,2023-06-26T00:00:00.000Z,2017-04-19T00:00:00.000Z
51070,0,0,Closed,2023-11-20T00:00:00.000Z,2023-11-20T00:00:00.000Z,2015-09-10T00:00:00.000Z
51074,13,13,Closed,2004-09-20T00:00:00.000Z,2007-05-21T00:00:00.000Z,2004-09-20T00:00:00.000Z
51075,1,1,Closed,2017-04-18T00:00:00.000Z,2021-05-20T00:00:00.000Z,2017-05-09T00:00:00.000Z
51079,0,0,Closed,2008-08-21T00:00:00.000Z,2015-06-17T00:00:00.000Z,2008-08-21T00:00:00.000Z
51080,17,17,Closed,2016-07-14T00:00:00.000Z,2016-07-14T00:00:00.000Z,2009-08-21T00:00:00.000Z
51081,20,26,Closed,2012-06-11T00:00:00.000Z,2012-06-11T00:00:00.000Z,2009-03-05T00:00:00.000Z
51082,0,0,Closed,2012-01-06T00:00:00.000Z,2012-01-06T00:00:00.000Z,2009-10-01T00:00:00.000Z
51083,0,0,Closed,2010-08-03T00:00:00.000Z,2014-10-14T00:00:00.000Z,2010-08-03T00:00:00.000Z
51084,0,0,Closed,2010-03-10T00:00:00.000Z,2015-10-14T00:00:00.000Z,2010-03-10T00:00:00.000Z
51085,0,0,Closed,2009-06-22T00:00:00.000Z,2012-02-16T00:00:00.000Z,2009-06-22T00:00:00.000Z
51086,0,0,Closed,2012-12-18T00:00:00.000Z,2012-12-18T00:00:00.000Z,2012-12-18T00:00:00.000Z
51088,0,0,Closed,2014-02-13T00:00:00.000Z,2014-02-14T00:00:00.000Z,2010-10-27T00:00:00.000Z
51089,0,0,Closed,2010-09-14T00:00:00.000Z,2013-05-30T00:00:00.000Z,2010-09-13T00:00:00.000Z
51091,0,0,Closed,2014-03-13T00:00:00.000Z,2014-03-13T00:00:00.000Z,2010-12-09T00:00:00.000Z
51092,0,0,Closed,2020-05-06T00:00:00.000Z,2020-05-06T00:00:00.000Z,2012-06-20T00:00:00.000Z
51094,1,1,Closed,2020-04-17T00:00:00.000Z,2020-04-17T00:00:00.000Z,2012-03-20T00:00:00.000Z
51095,0,0,Closed,2013-04-23T00:00:00.000Z,2013-04-29T00:00:00.000Z,2011-10-03T00:00:00.000Z
51096,0,0,Closed,2014-10-20T00:00:00.000Z,2015-03-26T00:00:00.000Z,2011-03-02T00:00:00.000Z
51105,0,0,Closed,2018-06-19T00:00:00.000Z,2020-06-30T00:00:00.000Z,2018-06-22T00:00:00.000Z
51106,0,0,Closed,2014-07-23T00:00:00.000Z,2018-02-08T00:00:00.000Z,2014-09-09T00:00:00.000Z
51107,0,0,Closed,2008-06-24T00:00:00.000Z,2012-01-11T00:00:00.000Z,2008-07-23T00:00:00.000Z
51108,0,0,Closed,2006-06-30T00:00:00.000Z,2014-06-30T00:00:00.000Z,2006-08-11T00:00:00.000Z
51111,0,0,Closed,2011-06-16T00:00:00.000Z,2014-04-15T00:00:00.000Z,2011-07-07T00:00:00.000Z
51112,0,0,Closed,2012-05-02T00:00:00.000Z,2015-07-08T00:00:00.000Z,2012-05-04T00:00:00.000Z
51113,1,1,Closed,2005-09-19T00:00:00.000Z,2009-12-21T00:00:00.000Z,2005-09-21T00:00:00.000Z
51114,5,5,Closed,2009-07-14T00:00:00.000Z,2009-08-10T00:00:00.000Z,2009-08-09T00:00:00.000Z
51119,0,0,Closed,2009-09-01T00:00:00.000Z,2010-05-07T00:00:00.000Z,2009-01-20T00:00:00.000Z
51121,1,49,Closed,2011-03-08T00:00:00.000Z,2011-03-04T00:00:00.000Z,2008-12-15T00:00:00.000Z
51122,0,0,Closed,2011-05-10T00:00:00.000Z,2011-05-11T00:00:00.000Z,2008-09-08T00:00:00.000Z
51123,0,0,Closed,2008-06-10T00:00:00.000Z,2015-04-17T00:00:00.000Z,2008-06-10T00:00:00.000Z
51124,0,0,Closed,2011-12-19T00:00:00.000Z,2011-12-19T00:00:00.000Z,2008-10-31T00:00:00.000Z
51125,0,0,Closed,2011-06-08T00:00:00.000Z,2011-06-09T00:00:00.000Z,2009-05-19T00:00:00.000Z
51128,0,0,Closed,2020-12-28T00:00:00.000Z,2024-10-02T00:00:00.000Z,2021-01-12T00:00:00.000Z
51129,0,0,Closed,2005-08-04T00:00:00.000Z,2009-09-16T00:00:00.000Z,2005-08-17T00:00:00.000Z
51131,0,0,Closed,2015-02-05T00:00:00.000Z,2023-02-15T00:00:00.000Z,2015-02-12T00:00:00.000Z
51134,0,0,Closed,2005-08-30T00:00:00.000Z,2018-04-27T00:00:00.000Z,2005-09-16T00:00:00.000Z
51135,0,0,Closed,2012-09-07T00:00:00.000Z,2016-08-02T00:00:00.000Z,2012-09-20T00:00:00.000Z
51137,0,0,Closed,2008-12-10T00:00:00.000Z,2008-12-10T00:00:00.000Z,2006-03-16T00:00:00.000Z
51138,0,0,Closed,2015-09-29T00:00:00.000Z,2015-09-29T00:00:00.000Z,2008-03-04T00:00:00.000Z
51139,0,0,Closed,2013-10-09T00:00:00.000Z,2010-04-13T00:00:00.000Z,2008-10-24T00:00:00.000Z
51140,1,1,Closed,2009-12-03T00:00:00.000Z,2010-01-11T00:00:00.000Z,2007-12-04T00:00:00.000Z
51141,0,0,Closed,2013-11-21T00:00:00.000Z,2013-11-25T00:00:00.000Z,2009-03-06T00:00:00.000Z
51142,1,1,Closed,2013-02-15T00:00:00.000Z,2014-06-11T00:00:00.000Z,2009-09-23T00:00:00.000Z
51143,0,0,Closed,2018-03-23T00:00:00.000Z,2023-12-18T00:00:00.000Z,2018-05-23T00:00:00.000Z
51144,0,0,Closed,2008-07-21T00:00:00.000Z,2010-01-29T00:00:00.000Z,2008-07-31T00:00:00.000Z
51145,0,0,Closed,2012-09-25T00:00:00.000Z,2017-04-02T00:00:00.000Z,2012-09-27T00:00:00.000Z
51147,0,0,Closed,2012-09-25T00:00:00.000Z,2016-02-22T00:00:00.000Z,2012-09-28T00:00:00.000Z
51148,0,0,Closed,2007-08-10T00:00:00.000Z,2009-01-30T00:00:00.000Z,2007-08-21T00:00:00.000Z
51165,1,1,Closed,2013-06-11T00:00:00.000Z,2013-06-12T00:00:00.000Z,2008-09-09T00:00:00.000Z
51166,0,0,Closed,2012-05-10T00:00:00.000Z,2012-05-10T00:00:00.000Z,2009-02-04T00:00:00.000Z
51169,0,0,Closed,2005-08-05T00:00:00.000Z,2010-04-30T00:00:00.000Z,2005-08-09T00:00:00.000Z
51170,0,0,Closed,2010-07-22T00:00:00.000Z,2013-04-10T00:00:00.000Z,2010-08-03T00:00:00.000Z
51171,0,0,Closed,2010-09-02T00:00:00.000Z,2013-07-01T00:00:00.000Z,2010-09-21T00:00:00.000Z
51174,1,3,Closed,2014-08-11T00:00:00.000Z,2018-12-27T00:00:00.000Z,2014-08-11T00:00:00.000Z
51176,1,1,Closed,2023-05-05T00:00:00.000Z,2022-11-15T00:00:00.000Z,2018-02-08T00:00:00.000Z
51183,0,0,Closed,2006-12-05T00:00:00.000Z,2007-01-08T00:00:00.000Z,2002-09-14T00:00:00.000Z
51185,0,0,Closed,2007-10-10T00:00:00.000Z,2007-10-10T00:00:00.000Z,2003-07-01T00:00:00.000Z
51186,0,0,Closed,2004-08-02T00:00:00.000Z,2004-08-02T00:00:00.000Z,2000-01-20T00:00:00.000Z
51187,0,0,Closed,2016-10-03T00:00:00.000Z,2019-02-19T00:00:00.000Z,2016-10-03T00:00:00.000Z
51188,1,1,Closed,2021-11-19T00:00:00.000Z,2021-11-19T00:00:00.000Z,2017-12-04T00:00:00.000Z
51200,13,13,Closed,2004-11-04T00:00:00.000Z,2004-11-04T00:00:00.000Z,2000-06-22T00:00:00.000Z
51201,0,0,Closed,2009-07-08T00:00:00.000Z,2009-07-09T00:00:00.000Z,2003-10-16T00:00:00.000Z
51202,10,25,Closed,2015-06-10T00:00:00.000Z,2015-07-28T00:00:00.000Z,2002-02-26T00:00:00.000Z
51203,1,1,Closed,2008-06-04T00:00:00.000Z,2008-03-18T00:00:00.000Z,2003-10-20T00:00:00.000Z
51204,0,0,Closed,2008-05-28T00:00:00.000Z,2008-01-11T00:00:00.000Z,2003-06-30T00:00:00.000Z
51205,0,0,Closed,2008-06-16T00:00:00.000Z,2008-05-27T00:00:00.000Z,2003-05-21T00:00:00.000Z
51206,0,0,Closed,2004-08-02T00:00:00.000Z,2004-08-03T00:00:00.000Z,2000-04-05T00:00:00.000Z
51207,0,0,Closed,2008-06-06T00:00:00.000Z,2008-05-23T00:00:00.000Z,2003-10-28T00:00:00.000Z
51208,1,1,Closed,2009-10-19T00:00:00.000Z,2009-10-20T00:00:00.000Z,2005-11-25T00:00:00.000Z
51209,0,0,Closed,2007-03-14T00:00:00.000Z,2007-03-14T00:00:00.000Z,2006-07-17T00:00:00.000Z
51210,1,1,Closed,2023-10-04T00:00:00.000Z,2023-10-05T00:00:00.000Z,2017-05-25T00:00:00.000Z
51211,6,7,Closed,2017-03-13T00:00:00.000Z,2017-11-02T00:00:00.000Z,2017-03-13T00:00:00.000Z
51213,4,5,Closed,2021-08-02T00:00:00.000Z,2021-08-02T00:00:00.000Z,2018-07-23T00:00:00.000Z
51220,1,1,Closed,2003-03-31T00:00:00.000Z,2003-03-26T00:00:00.000Z,2001-08-13T00:00:00.000Z
51223,0,0,Closed,2022-03-17T00:00:00.000Z,2022-03-17T00:00:00.000Z,2020-01-27T00:00:00.000Z
51224,0,0,Closed,2023-03-14T00:00:00.000Z,2023-03-14T00:00:00.000Z,2020-04-02T00:00:00.000Z
51228,0,0,Closed,2015-10-07T00:00:00.000Z,2015-11-13T00:00:00.000Z,2013-06-26T00:00:00.000Z
51230,0,0,Closed,2013-09-11T00:00:00.000Z,2017-01-26T00:00:00.000Z,2013-09-11T00:00:00.000Z
51231,0,0,Closed,2016-02-09T00:00:00.000Z,2016-03-29T00:00:00.000Z,2013-12-18T00:00:00.000Z
51232,2,3,Closed,2017-10-06T00:00:00.000Z,2017-10-04T00:00:00.000Z,2012-12-21T00:00:00.000Z
51233,0,0,Closed,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z
51234,0,0,Closed,2017-06-28T00:00:00.000Z,2017-06-28T00:00:00.000Z,2012-08-22T00:00:00.000Z
51237,1,1,Closed,2006-09-12T00:00:00.000Z,2015-10-13T00:00:00.000Z,2003-02-07T00:00:00.000Z
51247,0,0,Closed,2016-01-07T00:00:00.000Z,2016-02-01T00:00:00.000Z,2015-05-21T00:00:00.000Z
51248,0,0,Closed,2022-01-04T00:00:00.000Z,2022-01-04T00:00:00.000Z,2015-07-24T00:00:00.000Z
51249,0,0,Closed,2022-10-26T00:00:00.000Z,2022-10-26T00:00:00.000Z,2015-06-03T00:00:00.000Z
51251,1,1,Closed,2019-12-27T00:00:00.000Z,2019-12-27T00:00:00.000Z,2016-04-06T00:00:00.000Z
51252,0,0,Closed,2020-09-08T00:00:00.000Z,2020-09-08T00:00:00.000Z,2016-07-25T00:00:00.000Z
51253,1,1,Closed,2019-11-15T00:00:00.000Z,2019-11-15T00:00:00.000Z,2016-09-26T00:00:00.000Z
51255,0,0,Closed,2020-11-16T00:00:00.000Z,2020-11-16T00:00:00.000Z,2016-10-25T00:00:00.000Z
51257,0,0,Closed,2020-05-12T00:00:00.000Z,2020-05-12T00:00:00.000Z,2016-10-12T00:00:00.000Z
51258,0,0,Closed,2021-12-01T00:00:00.000Z,2021-12-21T00:00:00.000Z,2016-11-09T00:00:00.000Z
51259,0,0,Closed,2017-09-06T00:00:00.000Z,2017-09-06T00:00:00.000Z,2013-08-20T00:00:00.000Z
51260,0,0,Closed,2020-10-19T00:00:00.000Z,2020-10-19T00:00:00.000Z,2015-03-24T00:00:00.000Z
51262,0,0,Closed,2016-10-28T00:00:00.000Z,2016-05-12T00:00:00.000Z,2012-12-01T00:00:00.000Z
51263,0,0,Closed,2015-08-11T00:00:00.000Z,2015-08-17T00:00:00.000Z,2015-01-07T00:00:00.000Z
51264,0,0,Closed,2020-06-17T00:00:00.000Z,2020-06-19T00:00:00.000Z,2015-05-26T00:00:00.000Z
51265,11,20,Closed,2022-11-02T00:00:00.000Z,2022-11-02T00:00:00.000Z,2014-05-05T00:00:00.000Z
51266,2,2,Closed,2018-04-05T00:00:00.000Z,2023-07-27T00:00:00.000Z,2014-07-16T00:00:00.000Z
51267,0,0,Closed,2023-05-17T00:00:00.000Z,2023-05-18T00:00:00.000Z,2014-06-20T00:00:00.000Z
51268,0,0,Closed,2018-03-26T00:00:00.000Z,2017-03-26T00:00:00.000Z,2015-01-07T00:00:00.000Z
51269,0,0,Closed,2018-01-10T00:00:00.000Z,2018-01-10T00:00:00.000Z,2015-04-28T00:00:00.000Z
51270,0,0,Closed,2016-11-21T00:00:00.000Z,2021-07-14T00:00:00.000Z,2017-04-28T00:00:00.000Z
51272,0,0,Closed,2018-09-05T00:00:00.000Z,2018-09-18T00:00:00.000Z,2015-08-21T00:00:00.000Z
51274,0,0,Closed,2015-12-08T00:00:00.000Z,2007-02-22T00:00:00.000Z,2002-10-22T00:00:00.000Z
51276,0,0,Closed,2007-10-16T00:00:00.000Z,2007-10-16T00:00:00.000Z,2003-07-11T00:00:00.000Z
51277,0,0,Closed,2004-11-09T00:00:00.000Z,2004-11-09T00:00:00.000Z,2000-01-26T00:00:00.000Z
51278,0,0,Closed,2009-09-04T00:00:00.000Z,2009-09-04T00:00:00.000Z,2003-07-11T00:00:00.000Z
51279,3,8,Closed,2007-10-15T00:00:00.000Z,2007-10-15T00:00:00.000Z,2004-01-28T00:00:00.000Z
51280,0,0,Closed,2007-08-28T00:00:00.000Z,2006-12-13T00:00:00.000Z,2004-02-26T00:00:00.000Z
51281,1,1,Closed,2009-07-14T00:00:00.000Z,2009-07-16T00:00:00.000Z,2005-11-23T00:00:00.000Z
51282,0,0,Closed,2008-02-04T00:00:00.000Z,2010-11-04T00:00:00.000Z,2008-02-04T00:00:00.000Z
51283,0,0,Closed,2009-08-11T00:00:00.000Z,2013-01-07T00:00:00.000Z,2008-02-28T00:00:00.000Z
51290,0,0,Closed,2011-03-04T00:00:00.000Z,2012-06-29T00:00:00.000Z,2011-03-16T00:00:00.000Z
51291,0,0,Closed,2018-07-05T00:00:00.000Z,2021-08-06T00:00:00.000Z,2018-07-18T00:00:00.000Z
51292,1,1,Closed,2016-08-05T00:00:00.000Z,2016-08-05T00:00:00.000Z,2012-04-02T00:00:00.000Z
51293,0,0,Closed,2017-08-18T00:00:00.000Z,2017-09-27T00:00:00.000Z,2011-11-02T00:00:00.000Z
51294,1,1,Closed,2015-10-06T00:00:00.000Z,2015-10-06T00:00:00.000Z,2011-09-30T00:00:00.000Z
51295,0,0,Closed,2011-11-22T00:00:00.000Z,2017-05-04T00:00:00.000Z,2011-11-22T00:00:00.000Z
51296,5,7,Closed,2013-05-02T00:00:00.000Z,2013-05-09T00:00:00.000Z,2011-11-10T00:00:00.000Z
51297,1,1,Closed,2021-11-10T00:00:00.000Z,2021-12-08T00:00:00.000Z,2012-10-16T00:00:00.000Z
51298,1,1,Closed,2022-06-24T00:00:00.000Z,2022-06-29T00:00:00.000Z,2012-08-21T00:00:00.000Z
51302,0,0,Closed,2008-07-07T00:00:00.000Z,2010-05-19T00:00:00.000Z,2008-07-18T00:00:00.000Z
51303,0,0,Closed,2012-09-10T00:00:00.000Z,2019-05-13T00:00:00.000Z,2012-09-28T00:00:00.000Z
51314,0,0,Closed,2022-05-24T00:00:00.000Z,2022-05-24T00:00:00.000Z,2016-03-14T00:00:00.000Z
51315,0,0,Closed,2019-01-22T00:00:00.000Z,2019-01-25T00:00:00.000Z,2016-08-18T00:00:00.000Z
51316,30,30,Closed,2021-02-12T00:00:00.000Z,2021-02-12T00:00:00.000Z,2017-06-21T00:00:00.000Z
51318,0,0,Closed,2022-07-18T00:00:00.000Z,2024-06-07T00:00:00.000Z,2018-08-15T00:00:00.000Z
51328,0,0,Closed,2018-07-02T00:00:00.000Z,2021-02-26T00:00:00.000Z,2018-07-02T00:00:00.000Z
51329,0,0,Closed,2013-09-27T00:00:00.000Z,2022-09-26T00:00:00.000Z,2013-09-30T00:00:00.000Z
51332,0,0,Closed,2008-08-29T00:00:00.000Z,2013-08-08T00:00:00.000Z,2008-09-04T00:00:00.000Z
51334,1,1,Closed,2020-08-21T00:00:00.000Z,2022-07-05T00:00:00.000Z,2020-08-24T00:00:00.000Z
51335,0,0,Closed,2020-08-17T00:00:00.000Z,2020-09-17T00:00:00.000Z,2020-09-17T00:00:00.000Z
51336,0,0,Closed,2015-06-03T00:00:00.000Z,2019-08-15T00:00:00.000Z,2015-06-18T00:00:00.000Z
51339,0,0,Closed,2020-07-22T00:00:00.000Z,2021-01-20T00:00:00.000Z,2020-07-27T00:00:00.000Z
51341,150,150,Closed,2014-04-24T00:00:00.000Z,2017-08-07T00:00:00.000Z,2014-04-29T00:00:00.000Z
51342,0,0,Closed,2004-03-25T00:00:00.000Z,2019-12-10T00:00:00.000Z,2004-05-14T00:00:00.000Z
51344,0,0,Closed,2005-09-12T00:00:00.000Z,2010-11-09T00:00:00.000Z,2005-09-13T00:00:00.000Z
51345,1,2,Closed,2007-06-17T00:00:00.000Z,2007-06-20T00:00:00.000Z,2007-06-20T00:00:00.000Z
51346,0,0,Closed,2009-03-03T00:00:00.000Z,2011-10-04T00:00:00.000Z,2009-03-03T00:00:00.000Z
51347,9,12,Closed,2015-05-04T00:00:00.000Z,2017-12-28T00:00:00.000Z,2008-06-23T00:00:00.000Z
51348,0,0,Closed,2013-04-22T00:00:00.000Z,2013-04-22T00:00:00.000Z,2009-02-20T00:00:00.000Z
51349,0,0,Closed,2016-04-21T00:00:00.000Z,2014-04-30T00:00:00.000Z,2009-06-30T00:00:00.000Z
51351,1,1,Closed,2015-07-28T00:00:00.000Z,2015-07-28T00:00:00.000Z,2010-11-03T00:00:00.000Z
51352,2,20,Closed,2012-11-29T00:00:00.000Z,2012-11-29T00:00:00.000Z,2009-05-01T00:00:00.000Z
51354,0,0,Closed,2014-05-01T00:00:00.000Z,2020-08-25T00:00:00.000Z,2014-05-01T00:00:00.000Z
51358,1,1,Closed,2007-06-17T00:00:00.000Z,2007-07-02T00:00:00.000Z,2007-07-02T00:00:00.000Z
51360,0,0,Closed,2019-09-06T00:00:00.000Z,2022-08-31T00:00:00.000Z,2019-09-16T00:00:00.000Z
51363,0,0,Closed,2018-06-22T00:00:00.000Z,2021-08-16T00:00:00.000Z,2018-07-03T00:00:00.000Z
51364,0,0,Closed,2007-07-11T00:00:00.000Z,2010-03-12T00:00:00.000Z,2007-08-10T00:00:00.000Z
51365,10,10,Closed,2016-12-22T00:00:00.000Z,2021-05-20T00:00:00.000Z,2016-12-30T00:00:00.000Z
51369,0,0,Closed,2006-04-19T00:00:00.000Z,2011-08-15T00:00:00.000Z,2006-04-22T00:00:00.000Z
51370,0,0,Closed,2008-07-28T00:00:00.000Z,2008-09-24T00:00:00.000Z,2001-11-05T00:00:00.000Z
51373,0,0,Closed,2022-09-20T00:00:00.000Z,2021-05-15T00:00:00.000Z,2018-02-06T00:00:00.000Z
51378,0,0,Closed,2011-06-01T00:00:00.000Z,2017-10-05T00:00:00.000Z,2011-06-09T00:00:00.000Z
51380,1,1,Closed,2016-05-21T00:00:00.000Z,2019-07-02T00:00:00.000Z,2016-06-02T00:00:00.000Z
51382,23,27,Closed,2016-07-26T00:00:00.000Z,2016-08-26T00:00:00.000Z,2010-12-22T00:00:00.000Z
51383,0,0,Closed,2019-10-10T00:00:00.000Z,2019-10-11T00:00:00.000Z,2009-12-02T00:00:00.000Z
51384,0,0,Closed,2010-12-07T00:00:00.000Z,2015-02-13T00:00:00.000Z,2010-08-10T00:00:00.000Z
51385,1,1,Closed,2018-01-24T00:00:00.000Z,2018-01-26T00:00:00.000Z,2010-11-22T00:00:00.000Z
51387,0,0,Closed,2011-03-04T00:00:00.000Z,2015-06-09T00:00:00.000Z,2010-08-11T00:00:00.000Z
51399,3,3,Closed,2011-07-21T00:00:00.000Z,2014-07-24T00:00:00.000Z,2011-08-24T00:00:00.000Z
51401,3,3,Closed,2015-03-24T00:00:00.000Z,2017-10-30T00:00:00.000Z,2015-03-26T00:00:00.000Z
51406,1,1,Closed,2023-08-03T00:00:00.000Z,2023-08-04T00:00:00.000Z,2019-12-13T00:00:00.000Z
51409,0,0,Closed,2009-02-25T00:00:00.000Z,2009-02-25T00:00:00.000Z,2006-05-22T00:00:00.000Z
51411,1,1,Closed,2009-10-23T00:00:00.000Z,2009-11-18T00:00:00.000Z,2007-08-15T00:00:00.000Z
51412,3,4,Closed,2015-06-17T00:00:00.000Z,2009-07-09T00:00:00.000Z,2007-02-27T00:00:00.000Z
51413,0,0,Closed,2009-06-26T00:00:00.000Z,2012-01-30T00:00:00.000Z,2007-05-15T00:00:00.000Z
51414,0,0,Closed,2010-08-02T00:00:00.000Z,2012-05-16T00:00:00.000Z,2008-07-17T00:00:00.000Z
51415,0,0,Closed,2008-01-10T00:00:00.000Z,2012-12-26T00:00:00.000Z,2008-01-10T00:00:00.000Z
51417,0,0,Closed,2013-10-04T00:00:00.000Z,2009-03-06T00:00:00.000Z,2007-12-27T00:00:00.000Z
51418,0,0,Closed,2011-10-25T00:00:00.000Z,2011-10-25T00:00:00.000Z,2008-06-03T00:00:00.000Z
51421,0,0,Closed,2016-05-09T00:00:00.000Z,2016-05-09T00:00:00.000Z,2009-11-04T00:00:00.000Z
51422,0,0,Closed,2012-04-19T00:00:00.000Z,2012-04-19T00:00:00.000Z,2009-01-23T00:00:00.000Z
51423,1,1,Closed,2013-01-31T00:00:00.000Z,2013-01-31T00:00:00.000Z,2009-08-17T00:00:00.000Z
51427,4,6,Closed,2020-04-02T00:00:00.000Z,2023-07-20T00:00:00.000Z,2020-04-01T00:00:00.000Z
51432,1,1,Closed,2015-03-17T00:00:00.000Z,2015-03-17T00:00:00.000Z,2008-07-16T00:00:00.000Z
51433,0,0,Closed,2008-08-21T00:00:00.000Z,2010-06-24T00:00:00.000Z,2008-08-21T00:00:00.000Z
51439,0,0,Closed,2001-03-01T00:00:00.000Z,2003-12-03T00:00:00.000Z,2001-03-01T00:00:00.000Z
51456,1,1,Closed,2004-11-03T00:00:00.000Z,2007-02-12T00:00:00.000Z,2001-06-20T00:00:00.000Z
51457,0,0,Closed,2008-03-11T00:00:00.000Z,2008-03-11T00:00:00.000Z,2003-08-19T00:00:00.000Z
51459,0,0,Closed,2004-04-14T00:00:00.000Z,2004-04-14T00:00:00.000Z,2002-05-22T00:00:00.000Z
51460,1,1,Closed,2005-10-31T00:00:00.000Z,2010-11-09T00:00:00.000Z,2005-10-31T00:00:00.000Z
51461,0,0,Closed,2006-07-21T00:00:00.000Z,2006-07-21T00:00:00.000Z,2003-03-06T00:00:00.000Z
51466,1,1,Closed,2007-01-05T00:00:00.000Z,2007-04-05T00:00:00.000Z,2004-12-13T00:00:00.000Z
51467,11,11,Closed,2010-02-26T00:00:00.000Z,2010-02-26T00:00:00.000Z,2004-07-26T00:00:00.000Z
51477,0,0,Closed,2013-09-27T00:00:00.000Z,2023-12-06T00:00:00.000Z,2013-09-30T00:00:00.000Z
51478,0,0,Closed,2006-01-12T00:00:00.000Z,2010-01-14T00:00:00.000Z,2006-01-19T00:00:00.000Z
51481,0,0,Closed,2014-11-18T00:00:00.000Z,2016-12-22T00:00:00.000Z,2014-12-08T00:00:00.000Z
51482,0,0,Closed,2008-09-17T00:00:00.000Z,2013-07-08T00:00:00.000Z,2008-09-23T00:00:00.000Z
51500,0,0,Closed,2018-02-01T00:00:00.000Z,2018-02-01T00:00:00.000Z,2016-08-29T00:00:00.000Z
51501,0,0,Closed,2019-04-02T00:00:00.000Z,2019-04-03T00:00:00.000Z,2017-04-24T00:00:00.000Z
51502,0,0,Closed,2024-09-27T00:00:00.000Z,2024-09-27T00:00:00.000Z,2016-05-10T00:00:00.000Z
51503,1,1,Closed,2024-02-26T00:00:00.000Z,2024-02-28T00:00:00.000Z,2019-03-11T00:00:00.000Z
51506,0,0,Closed,2023-02-14T00:00:00.000Z,2023-02-14T00:00:00.000Z,2019-01-22T00:00:00.000Z
51509,0,0,Closed,2018-10-03T00:00:00.000Z,2022-05-24T00:00:00.000Z,2015-07-14T00:00:00.000Z
51510,0,0,Closed,2016-05-23T00:00:00.000Z,2016-07-13T00:00:00.000Z,2015-08-04T00:00:00.000Z
51512,0,0,Closed,2016-07-26T00:00:00.000Z,2017-07-07T00:00:00.000Z,2015-09-10T00:00:00.000Z
51514,0,0,Closed,2013-09-10T00:00:00.000Z,2008-08-25T00:00:00.000Z,2007-04-20T00:00:00.000Z
51515,0,0,Closed,2010-09-07T00:00:00.000Z,2013-04-15T00:00:00.000Z,2008-12-15T00:00:00.000Z
51516,36,52,Closed,2013-11-12T00:00:00.000Z,2013-11-12T00:00:00.000Z,2007-12-03T00:00:00.000Z
51517,0,0,Closed,2016-04-29T00:00:00.000Z,2014-04-17T00:00:00.000Z,2007-11-02T00:00:00.000Z
51518,0,0,Closed,2009-02-09T00:00:00.000Z,2010-12-20T00:00:00.000Z,2009-02-09T00:00:00.000Z
51519,0,0,Closed,2010-08-05T00:00:00.000Z,2012-02-16T00:00:00.000Z,2009-04-13T00:00:00.000Z
51520,7,7,Closed,2016-07-05T00:00:00.000Z,2015-01-22T00:00:00.000Z,2009-02-12T00:00:00.000Z
51521,0,0,Closed,2012-05-21T00:00:00.000Z,2012-05-22T00:00:00.000Z,2008-04-21T00:00:00.000Z
51522,3,4,Closed,2015-04-24T00:00:00.000Z,2015-04-24T00:00:00.000Z,2012-02-27T00:00:00.000Z
51523,1,1,Closed,2013-01-31T00:00:00.000Z,2013-01-31T00:00:00.000Z,2009-08-17T00:00:00.000Z
51530,0,0,Closed,2016-04-11T00:00:00.000Z,2021-04-28T00:00:00.000Z,2016-05-10T00:00:00.000Z
