,state,county,stateNumberCode,countyCode,disasterNumber,region,programArea,programFy
36101,Pennsylvania,Bucks,42,17,4618,3,HMGP,2021
36102,California,Placer,6,61,4619,9,HMGP,2021
36103,California,Alameda,6,1,4482,9,HMGP,2020
36104,Minnesota,Statewide,27,0,4531,5,HMGP,2020
36105,Louisiana,Statewide,22,0,4559,6,HMGP,2020
36106,Oklahoma,Washington,40,147,4575,6,HMGP,2021
36107,Louisiana,Statewide,22,0,4577,6,HMGP,2021
36108,Texas,Hopkins,48,223,4572,6,HMGP,2021
36109,Maryland,Anne Arundel,24,3,4491,3,HMGP,2020
36110,California,Alameda,6,1,4610,9,HMGP,2021
36111,Kentucky,Breathitt,21,25,4663,4,HMGP,2022
36112,Alabama,St. Clair,1,115,4503,4,HMGP,2020
36113,Alaska,Anchorage,2,20,4533,10,HMGP,2020
36114,Nebraska,Statewide,31,0,4641,7,HMGP,2022
36115,New Jersey,Camden,34,7,4488,2,HMGP,2020
36116,Kentucky,Breathitt,21,25,4663,4,HMGP,2022
36117,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
36118,New York,Statewide,36,0,898,2,HMGP,1991
36119,Nebraska,Lincoln,31,111,1027,7,HMGP,1994
36120,Mississippi,Statewide,28,0,859,4,HMGP,1990
36121,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
36122,South Carolina,Pickens,45,77,843,4,HMGP,1989
36123,Mississippi,Washington,28,151,1009,4,HMGP,1994
36124,Mississippi,Warren,28,149,906,4,HMGP,1991
36125,Oklahoma,Tulsa,40,143,905,6,HMGP,1991
36126,Montana,Phillips,30,71,1113,8,HMGP,1996
36127,South Carolina,Horry,45,51,843,4,HMGP,1989
36128,Oklahoma,Atoka,40,5,1058,6,HMGP,1995
36129,Puerto Rico,Statewide,72,0,1068,2,HMGP,1995
36131,Minnesota,Wright,27,171,993,5,HMGP,1993
36132,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36133,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36134,Vermont,Windsor,50,27,4022,1,HMGP,2011
36135,Pennsylvania,Schuylkill,42,107,4099,3,HMGP,2013
36136,South Carolina,Aiken,45,3,4166,4,HMGP,2014
36137,North Carolina,Durham,37,63,4167,4,HMGP,2014
36138,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
36139,Florida,Calhoun,12,13,4177,4,HMGP,2014
36140,Georgia,Gwinnett,13,135,4284,4,HMGP,2017
36141,Florida,Orange,12,95,4337,4,HMGP,2017
36142,California,Merced,6,47,4353,9,HMGP,2018
36143,Texas,Lavaca,48,285,4332,6,HMGP,2017
36145,Kentucky,Leslie,21,131,846,4,HMGP,1990
36146,Kentucky,Marion,21,155,1018,4,HMGP,1994
36147,Mississippi,Statewide,28,0,1009,4,HMGP,1994
36148,Kentucky,Casey,21,45,821,4,HMGP,1989
36149,California,Placer,6,61,1046,9,HMGP,1995
36150,South Dakota,Aurora,46,3,4440,8,HMGP,2019
36151,Virginia,Rappahannock,51,157,4411,3,HMGP,2019
36152,Puerto Rico,Statewide,72,0,4339,2,HMGP,2017
36153,California,Placer,6,61,4344,9,HMGP,2018
36154,Mississippi,Statewide,28,0,4450,4,HMGP,2019
36161,South Carolina,Horry,45,51,4286,4,HMGP,2017
36162,Missouri,Douglas,29,67,4317,7,HMGP,2017
36163,South Carolina,Kershaw,45,55,4346,4,HMGP,2018
36164,Kentucky,Marion,21,155,4361,4,HMGP,2018
36165,Missouri,Webster,29,225,4317,7,HMGP,2017
36166,Florida,Orange,12,95,4337,4,HMGP,2017
36167,Georgia,Jenkins,13,165,4294,4,HMGP,2017
36168,California,Kings,6,31,4382,9,HMGP,2018
36169,South Carolina,Horry,45,51,4346,4,HMGP,2018
36170,Georgia,Gwinnett,13,135,4338,4,HMGP,2017
36171,California,Placer,6,61,4407,9,HMGP,2019
36172,Florida,Gulf,12,45,4399,4,HMGP,2019
36173,California,San Francisco,6,75,4407,9,HMGP,2019
36174,Florida,Bay,12,5,4399,4,HMGP,2019
36175,Missouri,Greene,29,77,4451,7,HMGP,2019
36176,Florida,Bay,12,5,4399,4,HMGP,2019
36177,Florida,Calhoun,12,13,4399,4,HMGP,2019
36178,Wisconsin,Lafayette,55,65,4477,5,HMGP,2020
36179,Wisconsin,Statewide,55,0,4459,5,HMGP,2019
36180,Texas,Hopkins,48,223,4416,6,HMGP,2019
36181,California,Alameda,6,1,4558,9,HMGP,2020
36182,California,Alameda,6,1,4569,9,HMGP,2021
36183,Puerto Rico,Statewide,72,0,4339,2,HMGP,2017
36184,Maryland,Allegany,24,1,4491,3,HMGP,2020
36185,Puerto Rico,Guayanilla,72,59,4339,2,HMGP,2017
36186,Puerto Rico,Barranquitas,72,19,4339,2,HMGP,2017
36187,Texas,Lavaca,48,285,4586,6,HMGP,2021
36194,Florida,Bay,12,5,4399,4,HMGP,2019
36195,Florida,Bay,12,5,4399,4,HMGP,2019
36196,Arizona,Pinal,4,21,5183,9,HMGP,2017
36197,Iowa,Johnson,19,103,4557,7,HMGP,2020
36198,Oklahoma,Adair,40,1,4247,6,HMGP,2016
36199,Texas,Cameron,48,61,4416,6,HMGP,2019
36200,Colorado,Phillips,8,95,5423,8,HMGP,2022
36201,Mississippi,Statewide,28,0,4576,4,HMGP,2021
36203,Texas,Newton,48,351,4466,6,HMGP,2020
36205,Kentucky,Butler,21,31,4702,4,HMGP,2023
36206,Alaska,Sitka,2,220,4672,10,HMGP,2022
36207,Florida,Calhoun,12,13,4680,4,HMGP,2023
36208,Florida,Osceola,12,97,4680,4,HMGP,2023
36209,Puerto Rico,Moca,72,99,4040,2,HMGP,2012
36210,New York,Statewide,36,0,1993,2,HMGP,2011
36211,Texas,Medina,48,325,4705,6,HMGP,2023
36212,Florida,Okeechobee,12,93,4673,4,HMGP,2022
36213,Florida,Charlotte,12,15,4673,4,HMGP,2022
36214,Vermont,Windsor,50,27,4720,1,HMGP,2023
36215,Alabama,St. Clair,1,115,1971,4,HMGP,2011
36216,Montana,Flathead,30,29,1996,8,HMGP,2011
36217,Pennsylvania,Lycoming,42,81,4030,3,HMGP,2011
36218,Minnesota,Stearns,27,145,1941,5,HMGP,2011
36219,Missouri,Madison,29,123,1270,7,HMGP,1999
36220,Florida,Calhoun,12,13,1344,4,HMGP,2001
36221,Nevada,Statewide,32,0,1540,9,HMGP,2004
36222,Utah,Weber,49,57,1576,8,HMGP,2005
36223,Florida,Orange,12,95,1545,4,HMGP,2004
36224,Pennsylvania,Lycoming,42,81,1538,3,HMGP,2004
36232,Vermont,Bennington,50,3,1358,1,HMGP,2001
36233,Vermont,Bennington,50,3,1307,1,HMGP,2000
36234,Puerto Rico,Statewide,72,0,1372,2,HMGP,2001
36235,North Carolina,Pitt,37,147,1292,4,HMGP,1999
36236,Wisconsin,Douglas,55,31,1284,5,HMGP,1999
36237,South Carolina,Horry,45,51,1313,4,HMGP,2000
36238,Arkansas,Poinsett,5,111,1354,6,HMGP,2001
36239,Alaska,Anchorage,2,20,1666,10,HMGP,2007
36240,Mississippi,Pearl River,28,109,1604,4,HMGP,2005
36241,Iowa,Washington,19,183,1688,7,HMGP,2007
36242,Arizona,Pinal,4,21,1660,9,HMGP,2006
36243,Florida,Osceola,12,97,1551,4,HMGP,2004
36244,California,Alameda,6,1,1628,9,HMGP,2006
36245,Florida,Bay,12,5,1609,4,HMGP,2006
36246,Oklahoma,Washington,40,147,1712,6,HMGP,2007
36247,Nebraska,Polk,31,143,1770,7,HMGP,2008
36248,California,Placer,6,61,1731,9,HMGP,2008
36249,California,Humboldt,6,23,1731,9,HMGP,2008
36250,Texas,Newton,48,351,1709,6,HMGP,2007
36251,Connecticut,Fairfield,9,1,1700,1,HMGP,2007
36252,Minnesota,Statewide,27,0,1830,5,HMGP,2009
36253,Mississippi,Pike,28,113,1604,4,HMGP,2005
36254,Mississippi,Yazoo,28,163,1604,4,HMGP,2005
36255,Oklahoma,Garvin,40,49,1718,6,HMGP,2007
36256,Kansas,Kiowa,20,97,1699,7,HMGP,2007
36257,Maine,Oxford,23,17,1468,1,HMGP,2003
36258,Alaska,Anchorage,2,20,1461,10,HMGP,2003
36259,Wisconsin,Dodge,55,27,1526,5,HMGP,2004
36260,Florida,Charlotte,12,15,1539,4,HMGP,2004
36261,Florida,Charlotte,12,15,1539,4,HMGP,2004
36262,Florida,Charlotte,12,15,1539,4,HMGP,2004
36263,Florida,Calhoun,12,13,1545,4,HMGP,2004
36264,Florida,Charlotte,12,15,1539,4,HMGP,2004
36265,Mississippi,Warren,28,149,1550,4,HMGP,2004
36266,Puerto Rico,Statewide,72,0,1552,2,HMGP,2004
36267,Florida,Charlotte,12,15,1539,4,HMGP,2004
36268,Oklahoma,Tulsa,40,143,1883,6,HMGP,2010
36269,Tennessee,Claiborne,47,25,4171,4,HMGP,2014
36270,Vermont,Windsor,50,27,4163,1,HMGP,2014
36271,Vermont,Windsor,50,27,4140,1,HMGP,2013
36272,Georgia,Habersham,13,137,4165,4,HMGP,2014
36273,Florida,Calhoun,12,13,4177,4,HMGP,2014
36274,Oklahoma,Tulsa,40,143,4222,6,HMGP,2015
36275,Oklahoma,Tulsa,40,143,4247,6,HMGP,2016
36276,Minnesota,Statewide,27,0,4290,5,HMGP,2017
36277,Texas,Coryell,48,99,4255,6,HMGP,2016
36278,Missouri,Greene,29,77,4250,7,HMGP,2016
36279,Idaho,Idaho,16,49,5110,10,HMGP,2015
36280,Texas,Newton,48,351,4266,6,HMGP,2016
36281,Louisiana,Statewide,22,0,4484,6,HMGP,2020
36282,Virginia,Warren,51,187,1135,3,HMGP,1996
36283,California,Contra Costa,6,13,1155,9,HMGP,1997
36284,Washington,Whitman,53,75,1100,10,HMGP,1996
36285,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
36286,Montana,Toole,30,101,1183,8,HMGP,1997
36287,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
36288,Wisconsin,Statewide,55,0,994,5,HMGP,1993
36289,Virginia,Warren,51,187,1135,3,HMGP,1996
36290,Pennsylvania,Bucks,42,17,1120,3,HMGP,1996
36291,California,Humboldt,6,23,943,9,HMGP,1992
36292,California,Placer,6,61,1008,9,HMGP,1994
36293,Indiana,Porter,18,127,1217,5,HMGP,1998
36295,Nebraska,Statewide,31,0,9112,7,PDM,2003
36296,Alabama,St. Clair,1,115,1971,4,HMGP,2011
36297,Texas,Cameron,48,61,1931,6,HMGP,2010
36298,Georgia,Toombs,13,279,1858,4,HMGP,2009
36299,Missouri,Phelps,29,161,1980,7,HMGP,2011
36300,Georgia,Harris,13,145,1973,4,HMGP,2011
36301,Alabama,Hale,1,65,1971,4,HMGP,2011
36302,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
36303,Connecticut,New London,9,11,4023,1,HMGP,2011
36304,Pennsylvania,Northumberland,42,97,1093,3,HMGP,1996
36305,North Carolina,Lenoir,37,107,1134,4,HMGP,1996
36306,Florida,Bay,12,5,1069,4,HMGP,1996
36307,Virginia,Warren,51,187,1135,3,HMGP,1996
36308,Florida,Bay,12,5,1062,4,HMGP,1995
36309,Maine,Oxford,23,17,1106,1,HMGP,1996
36310,Texas,Cameron,48,61,900,6,HMGP,1991
36311,Kentucky,Carroll,21,41,1163,4,HMGP,1997
36312,Georgia,Sumter,13,261,1033,4,HMGP,1994
36313,Maine,Oxford,23,17,1114,1,HMGP,1996
36314,California,Alameda,6,1,4482,9,HMGP,2020
36315,Nevada,Statewide,32,0,4523,9,HMGP,2020
36316,California,Alameda,6,1,4558,9,HMGP,2020
36317,Florida,Bay,12,5,4399,4,HMGP,2019
36318,Puerto Rico,Penuelas,72,111,4339,2,HMGP,2017
36319,Pennsylvania,Schuylkill,42,107,4506,3,HMGP,2020
36320,New Mexico,Grant,35,17,4529,6,HMGP,2020
36321,Texas,Bandera,48,19,4485,6,HMGP,2020
36322,North Dakota,Pierce,38,69,4509,8,HMGP,2020
36323,Illinois,Calhoun,17,13,4489,5,HMGP,2020
36324,Illinois,Cook,17,31,4489,5,HMGP,2020
36325,New York,Statewide,36,0,4567,2,HMGP,2021
36326,Virginia,Rappahannock,51,157,4512,3,HMGP,2020
36327,Florida,Bay,12,5,4399,4,HMGP,2019
36328,Texas,Montague,48,337,4586,6,HMGP,2021
36329,Wisconsin,Statewide,55,0,4477,5,HMGP,2020
36330,Louisiana,Statewide,22,0,4559,6,HMGP,2020
36331,Alaska,Anchorage,2,20,4585,10,HMGP,2021
36332,Texas,Hopkins,48,223,4586,6,HMGP,2021
36333,New York,Statewide,36,0,974,2,HMGP,1993
36334,Mississippi,Lowndes,28,87,895,4,HMGP,1991
36335,Mississippi,Statewide,28,0,859,4,HMGP,1990
36336,Connecticut,Fairfield,9,1,9001,1,PDM,2000
36337,Illinois,Calhoun,17,13,997,5,HMGP,1993
36338,Iowa,Johnson,19,103,996,7,HMGP,1993
36340,Missouri,Madison,29,123,1006,7,HMGP,1994
36341,Mississippi,Statewide,28,0,4576,4,HMGP,2021
36342,Louisiana,Statewide,22,0,4484,6,HMGP,2020
36343,Connecticut,Fairfield,9,1,4500,1,HMGP,2020
36344,Louisiana,Statewide,22,0,4611,6,HMGP,2021
36345,Alaska,Anchorage,2,20,4661,10,HMGP,2022
36346,Texas,Cameron,48,61,1791,6,HMGP,2008
36347,Kentucky,Meade,21,163,1912,4,HMGP,2010
36348,Mississippi,Statewide,28,0,1604,4,HMGP,2005
36349,Florida,Calhoun,12,13,1831,4,HMGP,2009
36350,Texas,Cameron,48,61,1791,6,HMGP,2008
36351,Iowa,Hancock,19,81,1880,7,HMGP,2010
36352,New York,Erie,36,29,4480,2,HMGP,2020
36353,Kentucky,Harlan,21,95,4663,4,HMGP,2022
36354,New York,Statewide,36,0,4480,2,HMGP,2020
36355,Vermont,Windsor,50,27,4532,1,HMGP,2020
36356,South Carolina,Kershaw,45,55,4166,4,HMGP,2014
36357,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36358,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36359,Arkansas,Cross,5,37,4143,6,HMGP,2013
36360,Texas,Cameron,48,61,4136,6,HMGP,2013
36361,South Carolina,Aiken,45,3,4166,4,HMGP,2014
36362,Louisiana,Statewide,22,0,1603,6,HMGP,2005
36363,Arkansas,Poinsett,5,111,1162,6,HMGP,1997
36365,Wisconsin,Statewide,55,0,964,5,HMGP,1992
36366,Wisconsin,Lafayette,55,65,9028,5,PDM,2000
36367,New York,Tioga,36,107,1222,2,HMGP,1998
36368,Florida,Orange,12,95,4337,4,HMGP,2017
36369,Vermont,Windsor,50,27,4356,1,HMGP,2018
36370,Puerto Rico,Arecibo,72,13,4339,2,HMGP,2017
36371,Missouri,New Madrid,29,143,4451,7,HMGP,2019
36372,Florida,Bay,12,5,4399,4,HMGP,2019
36373,Florida,Bay,12,5,4399,4,HMGP,2019
36374,California,Alameda,6,1,4431,9,HMGP,2019
36375,Illinois,Boone,17,7,1935,5,HMGP,2010
36376,Oklahoma,Tulsa,40,143,1970,6,HMGP,2011
36377,Illinois,Cook,17,31,1935,5,HMGP,2010
36378,Mississippi,Statewide,28,0,1753,4,HMGP,2008
36379,Alabama,Montgomery,1,101,1971,4,HMGP,2011
36380,Alabama,Montgomery,1,101,1971,4,HMGP,2011
36381,New Mexico,Grant,35,17,4047,6,HMGP,2012
36382,Colorado,Jefferson,8,59,4067,8,HMGP,2012
36383,Wisconsin,Statewide,55,0,4076,5,HMGP,2012
36384,Florida,Bay,12,5,1069,4,HMGP,1996
36385,Florida,Bay,12,5,1069,4,HMGP,1996
36386,Florida,Bay,12,5,1069,4,HMGP,1996
36387,Florida,Bay,12,5,1069,4,HMGP,1996
36388,Florida,Bay,12,5,1069,4,HMGP,1996
36390,California,San Francisco,6,75,845,9,HMGP,1990
36391,California,San Francisco,6,75,845,9,HMGP,1990
36392,Pennsylvania,Northumberland,42,97,1093,3,HMGP,1996
36394,California,San Francisco,6,75,845,9,HMGP,1990
36395,California,San Francisco,6,75,845,9,HMGP,1990
36396,California,San Francisco,6,75,845,9,HMGP,1990
36397,California,San Francisco,6,75,845,9,HMGP,1990
36398,Texas,Bandera,48,19,4223,6,HMGP,2015
36399,Texas,Montague,48,337,4586,6,HMGP,2021
36400,New York,Allegany,36,3,1296,2,HMGP,1999
36401,New York,Statewide,36,0,1391,2,HMGP,2001
36403,Colorado,Custer,8,27,4731,8,HMGP,2023
36404,Florida,Charlotte,12,15,4673,4,HMGP,2022
36408,Texas,Houston,48,225,4466,6,HMGP,2020
36413,South Carolina,Horry,45,51,1313,4,HMGP,2000
36414,Mississippi,Statewide,28,0,1360,4,HMGP,2001
36415,North Carolina,Durham,37,63,1448,4,HMGP,2003
36416,Arizona,Maricopa,4,13,1422,9,HMGP,2002
36417,Oklahoma,Murray,40,99,1355,6,HMGP,2001
36418,Oklahoma,Tulsa,40,143,1355,6,HMGP,2001
36419,Arkansas,Montgomery,5,97,1266,6,HMGP,1999
36420,Oklahoma,Tulsa,40,143,1355,6,HMGP,2001
36421,Oklahoma,Atoka,40,5,1401,6,HMGP,2002
36422,Oklahoma,Atoka,40,5,1395,6,HMGP,2002
36423,Louisiana,Statewide,22,0,1437,6,HMGP,2003
36424,Oklahoma,Okfuskee,40,107,1401,6,HMGP,2002
36425,Colorado,Jefferson,8,59,1421,8,HMGP,2002
36426,Missouri,Madison,29,123,1270,7,HMGP,1999
36427,Puerto Rico,Naranjito,72,105,1552,2,HMGP,2004
36428,Ohio,Perry,39,127,1519,5,HMGP,2004
36448,Alaska,Anchorage,2,20,1445,10,HMGP,2003
36449,Federated States of Micronesia,Yap,64,60,1511,9,HMGP,2004
36450,Kentucky,Harlan,21,95,1523,4,HMGP,2004
36451,Alabama,Limestone,1,83,1549,4,HMGP,2004
36452,Florida,Orange,12,95,1539,4,HMGP,2004
36453,Florida,Osceola,12,97,1539,4,HMGP,2004
36454,Florida,Liberty,12,77,1545,4,HMGP,2004
36455,Florida,Bay,12,5,1609,4,HMGP,2006
36456,Florida,Osceola,12,97,1551,4,HMGP,2004
36457,Florida,Bay,12,5,1595,4,HMGP,2005
36458,Florida,Bay,12,5,1609,4,HMGP,2006
36459,Florida,Bay,12,5,1609,4,HMGP,2006
36460,Missouri,Mississippi,29,133,1980,7,HMGP,2011
36478,Michigan,Grand Traverse,26,55,1237,5,HMGP,1998
36479,Illinois,Greene,17,61,997,5,HMGP,1993
36480,Minnesota,Chippewa,27,23,993,5,HMGP,1993
36482,Iowa,Greene,19,73,911,7,HMGP,1991
36483,Mississippi,Yazoo,28,163,1251,4,HMGP,1998
36490,Nevada,Statewide,32,0,1540,9,HMGP,2004
36491,Florida,Bay,12,5,1595,4,HMGP,2005
36492,Florida,Orange,12,95,1539,4,HMGP,2004
36493,Oklahoma,Tulsa,40,143,1677,6,HMGP,2007
36494,Florida,Osceola,12,97,1551,4,HMGP,2004
36495,Alabama,Limestone,1,83,1605,4,HMGP,2005
36496,California,Alameda,6,1,1628,9,HMGP,2006
36497,Missouri,Warren,29,219,1673,7,HMGP,2007
36498,Connecticut,Fairfield,9,1,1619,1,HMGP,2006
36500,Iowa,Johnson,19,103,928,7,HMGP,1992
36501,Georgia,Fulton,13,121,9406,4,PDM,2004
36502,South Carolina,Horry,45,51,9410,4,PDM,2004
36503,New York,Statewide,36,0,9006,2,PDM,2002
36504,New York,Erie,36,29,9006,2,PDM,2002
36505,New York,Allegany,36,3,9080,2,PDM,2003
36509,Texas,Cameron,48,61,4705,6,HMGP,2023
36515,Colorado,Jefferson,8,59,4498,8,HMGP,2020
36516,Louisiana,Statewide,22,0,4611,6,HMGP,2021
36517,Texas,Coryell,48,99,4485,6,HMGP,2020
36518,Illinois,Cook,17,31,4489,5,HMGP,2020
36519,Texas,Newton,48,351,4586,6,HMGP,2021
36520,Idaho,Ada,16,1,4534,10,HMGP,2020
36521,New York,Statewide,36,0,4322,2,HMGP,2017
36522,Kentucky,Breathitt,21,25,4663,4,HMGP,2022
36523,Georgia,Toombs,13,279,4501,4,HMGP,2020
36524,Texas,Hopkins,48,223,4485,6,HMGP,2020
36525,California,Alameda,6,1,4610,9,HMGP,2021
36526,Georgia,Fulton,13,121,4501,4,HMGP,2020
36527,Washington,Douglas,53,17,822,10,HMGP,1989
36528,Nevada,Statewide,32,0,1153,9,HMGP,1997
36529,Wisconsin,Lafayette,55,65,874,5,HMGP,1990
36530,Washington,Whitman,53,75,822,10,HMGP,1989
36531,California,Alameda,6,1,919,9,HMGP,1992
36533,Pennsylvania,Bucks,42,17,1093,3,HMGP,1996
36534,Wisconsin,Trempealeau,55,121,964,5,HMGP,1992
36535,Illinois,McHenry,17,111,1991,5,HMGP,2011
36536,Texas,Cass,48,67,4136,6,HMGP,2013
36537,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36538,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36539,Vermont,Bennington,50,3,4022,1,HMGP,2011
36540,Mississippi,Statewide,28,0,4175,4,HMGP,2014
36541,Georgia,Fulton,13,121,4165,4,HMGP,2014
36542,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
36543,Georgia,Jenkins,13,165,4294,4,HMGP,2017
36544,Texas,Cameron,48,61,900,6,HMGP,1991
36545,Vermont,Windsor,50,27,1101,1,HMGP,1996
36546,Vermont,Windsor,50,27,938,1,HMGP,1992
36547,South Carolina,Horry,45,51,843,4,HMGP,1989
36548,Virginia,Page,51,139,1135,3,HMGP,1996
36549,Oklahoma,Tulsa,40,143,1058,6,HMGP,1995
36550,Mississippi,Statewide,28,0,1009,4,HMGP,1994
36552,Oklahoma,Tulsa,40,143,1058,6,HMGP,1995
36553,North Dakota,Ransom,38,73,1001,8,HMGP,1993
36554,South Carolina,Horry,45,51,843,4,HMGP,1989
36555,South Carolina,Horry,45,51,843,4,HMGP,1989
36556,Oklahoma,Marshall,40,95,866,6,HMGP,1990
36557,Oklahoma,Atoka,40,5,866,6,HMGP,1990
36558,Pennsylvania,York,42,133,1015,3,HMGP,1994
36559,New York,Statewide,36,0,898,2,HMGP,1991
36560,Mississippi,Statewide,28,0,1009,4,HMGP,1994
36561,Maine,Oxford,23,17,1106,1,HMGP,1996
36562,Maine,Oxford,23,17,830,1,HMGP,1989
36563,Kentucky,Casey,21,45,821,4,HMGP,1989
36564,Kentucky,Pike,21,195,846,4,HMGP,1990
36565,Louisiana,Statewide,22,0,956,6,HMGP,1992
36566,Pennsylvania,Lycoming,42,81,1093,3,HMGP,1996
36568,Mississippi,Warren,28,149,1009,4,HMGP,1994
36569,Minnesota,Chippewa,27,23,993,5,HMGP,1993
36570,Illinois,Cook,17,31,941,5,HMGP,1992
36571,Kentucky,Casey,21,45,821,4,HMGP,1989
36572,Mississippi,Statewide,28,0,1009,4,HMGP,1994
36573,Maryland,Anne Arundel,24,3,1016,3,HMGP,1994
36574,Texas,Montague,48,337,4485,6,HMGP,2020
36575,Kentucky,Breathitt,21,25,4663,4,HMGP,2022
36576,Arizona,Maricopa,4,13,4620,9,HMGP,2021
36577,Arizona,Pinal,4,21,4524,9,HMGP,2020
36578,Louisiana,Statewide,22,0,4611,6,HMGP,2021
36579,Minnesota,Statewide,27,0,4659,5,HMGP,2022
36580,South Carolina,Horry,45,51,4677,4,HMGP,2023
36581,Iowa,Johnson,19,103,1763,7,HMGP,2008
36582,Pennsylvania,Lycoming,42,81,4267,3,HMGP,2016
36583,Washington,Whitman,53,75,4243,10,HMGP,2016
36584,Pennsylvania,York,42,133,4267,3,HMGP,2016
36585,Kansas,Allen,20,1,4304,7,HMGP,2017
36586,Mississippi,Pearl River,28,109,1604,4,HMGP,2005
36587,Florida,Bay,12,5,1609,4,HMGP,2006
36588,Mississippi,Pearl River,28,109,1604,4,HMGP,2005
36589,Nebraska,Statewide,31,0,1674,7,HMGP,2007
36590,Louisiana,Statewide,22,0,1603,6,HMGP,2005
36591,Nebraska,Gosper,31,73,1770,7,HMGP,2008
36592,Iowa,Marion,19,125,1705,7,HMGP,2007
36593,Oklahoma,Tulsa,40,143,1712,6,HMGP,2007
36594,Oklahoma,Tulsa,40,143,1678,6,HMGP,2007
36595,Mississippi,Statewide,28,0,1604,4,HMGP,2005
36596,Mississippi,Hinds,28,49,4081,4,HMGP,2012
36597,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
36598,Illinois,Grundy,17,63,4116,5,HMGP,2013
36599,Maryland,Anne Arundel,24,3,4038,3,HMGP,2012
36600,Mississippi,Statewide,28,0,4175,4,HMGP,2014
36601,Connecticut,Fairfield,9,1,4046,1,HMGP,2012
36602,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36603,Maryland,Allegany,24,1,4075,3,HMGP,2012
36604,Maryland,Allegany,24,1,4075,3,HMGP,2012
36605,Minnesota,Chippewa,27,23,4009,5,HMGP,2011
36606,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36607,Kentucky,Pike,21,195,1925,4,HMGP,2010
36608,Connecticut,Fairfield,9,1,4087,1,HMGP,2013
36609,South Carolina,Aiken,45,3,4166,4,HMGP,2014
36610,California,Placer,6,61,1044,9,HMGP,1995
36611,California,Alameda,6,1,845,9,HMGP,1990
36612,California,Alameda,6,1,845,9,HMGP,1990
36613,Connecticut,Fairfield,9,1,972,1,HMGP,1993
36614,California,Alameda,6,1,845,9,HMGP,1990
36615,Connecticut,Fairfield,9,1,972,1,HMGP,1993
36616,Illinois,Macoupin,17,117,1800,5,HMGP,2009
36617,Puerto Rico,Barranquitas,72,19,1798,2,HMGP,2009
36618,Kentucky,Metcalfe,21,169,1818,4,HMGP,2009
36619,Nebraska,Statewide,31,0,1864,7,HMGP,2010
36620,Indiana,La Porte,18,91,1795,5,HMGP,2008
36621,Texas,Hill,48,217,1791,6,HMGP,2008
36622,New York,Erie,36,29,1827,2,HMGP,2009
36623,Florida,Calhoun,12,13,1831,4,HMGP,2009
36624,Kentucky,Metcalfe,21,169,1818,4,HMGP,2009
36625,Missouri,Greene,29,77,1822,7,HMGP,2009
36626,Iowa,Davis,19,51,4334,7,HMGP,2017
36627,Texas,Waller,48,473,4332,6,HMGP,2017
36628,Connecticut,Fairfield,9,1,1619,1,HMGP,2006
36629,New York,Statewide,36,0,1650,2,HMGP,2006
36630,Mississippi,Pearl River,28,109,1604,4,HMGP,2005
36631,California,Solano,6,95,1628,9,HMGP,2006
36632,Louisiana,Statewide,22,0,1607,6,HMGP,2005
36633,Mississippi,Pike,28,113,1604,4,HMGP,2005
36634,Mississippi,Pearl River,28,109,1604,4,HMGP,2005
36635,Mississippi,Jefferson Davis,28,65,1604,4,HMGP,2005
36636,Mississippi,Lowndes,28,87,1604,4,HMGP,2005
36637,Mississippi,Statewide,28,0,1604,4,HMGP,2005
36638,Mississippi,Pearl River,28,109,1604,4,HMGP,2005
36639,Kansas,Allen,20,1,1675,7,HMGP,2007
36640,Oklahoma,Tulsa,40,143,1735,6,HMGP,2008
36641,Oklahoma,Tulsa,40,143,1678,6,HMGP,2007
36642,Mississippi,Statewide,28,0,1604,4,HMGP,2005
36643,Mississippi,Yazoo,28,163,1604,4,HMGP,2005
36644,Louisiana,St. John the Baptist,22,95,1786,6,HMGP,2008
36645,Alaska,Anchorage,2,20,1666,10,HMGP,2007
36648,Oregon,Umatilla,41,59,5327,10,HMGP,2020
36649,Illinois,Monroe,17,133,4461,5,HMGP,2019
36650,Puerto Rico,Barranquitas,72,19,4339,2,HMGP,2017
36651,Ohio,Lucas,39,95,4507,5,HMGP,2020
36652,California,Humboldt,6,23,4482,9,HMGP,2020
36661,Missouri,Greene,29,77,1676,7,HMGP,2007
36662,Iowa,Palo Alto,19,147,1705,7,HMGP,2007
36663,Nebraska,Statewide,31,0,1739,7,HMGP,2008
36664,Kansas,McPherson,20,113,1711,7,HMGP,2007
