,projectAmount,initialObligationAmount,federalShareObligated,costSharePercentage,benefitCostRatio,netValueBenefits
39121,18522102,15658799,13891577,0.75,1.65,34709093
39123,1111296,833550,833472,0.75,2.2,2515269
39125,63888,97125,47912,0.75,2.21,404373
39127,2459184,1350000,1844387.5,0.75,2.74,492428
39129,0,37500,0,0.75,9.26,462978
39132,3145668.69,2969373.75,2359251.54,0.75,1.59,6293971
39134,31433.75,375000,23575.31,0.75,6.89,3542384
39135,255250,255250,255250,1,1,1
39141,967044,1590295,725287,0.75,0,0
39142,115288,106342,86466,0.75,1,133722
39143,3143782,3933695,2357837,0.75,0,0
39144,56197,58737,56197,1,1.63,91704
39145,121300,100608,90975,0.75,1.19,150999
39146,259000,142047,0,0.54,1.82,470437
39147,56875,45249,33866,0.75,0,0
39148,66667,38625,50000,0.75,0,0
39150,966987,774159,725240,0.75,1.24,1239406
39151,8758705,7615387,6569029,0.75,0,0
39152,382150,275000,275000,0.72,1.31,500000
39153,5382956,4844659.4,3165145.34,0.9,0,0
39154,0,1500000,0,0.75,1.84,3810196
39159,64000,48000,57600,0.9,20.8,1475150
39161,394345,414055,394345,1,1.33,637872
39162,210718,176866,176866,1,0,0
39163,74975.7,63901.5,56231.78,0.75,0,0
39164,4000000,253050,241000,1,1.15,4721693
39165,26051.64,19708.5,19538.74,0.75,0,0
39168,78248.5,74336.07,70423.65,0.9,3.14,258586
39170,735000,676110,661500,0.9,0,0
39171,100000,95000,90000,0.9,0,0
39173,81192.1,77132.49,73072.89,0.9,2.33,198826
39176,3676000,405475.2,405475.2,0.9,1.92,7063437
39178,68549,65121.1,61694.1,0.9,0,0
39179,1447905.9,1375510.6,1303115.31,0.9,1,1447906
39181,129657,136429,97243,0.75,0,0
39182,60000,53560,45000,0.75,0,0
39183,38400,37145,28800,0.75,0,0
39184,496747,387930,372560,0.75,0,0
39185,16048,12021,11502,0.72,0,0
39186,388691,460017,329877,0.85,2.27,880945
39187,2000,1568,1500,0.75,0,0
39188,265775,138891,199331,0.75,14.03,3927210
39189,0,66682,0,0.75,0,0
39190,439853.92,441535,291155.58,0.66,0,0
39191,184030,158648.25,138022.5,0.75,2.6,477483
39193,16648,18000,12485.98,0.75,0,0
39195,1857014.32,1952086.25,1677592.19,0.9,0,0
39198,0,187500,0,0.75,1.87,468192
39202,93614,55301,70211,0.75,1,1
39203,1165231,528845,839260,0.72,8.14,5738102
39204,28894,28800,21600,0.75,0,0
39205,380385,285288.75,285288.75,0.75,2.49,5462322
39206,1064601.25,904911.06,851681,0.8,1.38,1472147
39207,20920,15690,15690,0.75,0,0
39223,700100,700100,613030.21,1,1.21,846552
39224,3809200,2856900,2856900,0.75,3.24,12339839
39225,174775,174775,174775,1,1.01,175000
39226,597148.01,200000,200000,0.33,0,0
39241,173204.52,129903.39,0,0.75,2.11,393721
39242,257080.04,183061,192810.03,0.75,1.25,322419
39243,71107.02,60676.5,53330.27,0.75,0,0
39248,620750,465563,465563,0.75,6.85,5000000
39249,9750000,294374,294374,0.75,4.79,47467294
39251,504000,159300,134100,0.9,9.75,4720722
39255,34201,27360.8,25650.75,0.75,0,0
39256,737410,582305.3,553057.5,0.75,1.15,866749
39272,707000,640300,606600,0.9,1,707000
39276,21037,16737,15778,0.75,1.78,37357
39277,1698290,1165502,1116680,0.66,2,1377302
39278,523899,477751,392924,0.75,0,0
39280,192498,18513,144374,0.75,4.34,936756
39281,55315,41542,41486,0.75,0,0
39282,28770,21008,20000,0.7,0,0
39283,0,28379,0,0.75,0,0
39284,117150475,5644490.25,5375705,1,286.01,33869604696
39285,230092,300000,172569,0.75,1.12,449681
39287,58346.64,45100.5,43759.98,0.75,0,0
39289,314147,262970,227898.64,0.73,1.01,405687
39290,35432,23182,23182,0.65,0,0
39291,3433328,1325250,2574996,0.75,1.88,6457615
39292,60074,57450,45055.77,0.75,0,0
39293,274914.87,624174,206186.16,0.75,0,0
39294,5500000,999995,5500000,1,0,0
39295,1470181,1102636,1102636,0.75,1.12,2678400
39296,4429,3322,3322,0.75,0,0
39297,1479999.46,749999.96,749999.96,0.51,4.29,6348000
39299,111129,83490,83347,0.75,0,0
39300,22786,18072,17090,0.75,20.74,643082
39302,0,17552,0,0.75,1.39,31172
39303,161895,153123,121421,0.75,1.31,212120
39304,60000,46809,45000,0.75,0,0
39310,120895,120020,90671,0.75,1.12,168000
39311,20225614,625000,2644592,1,3.16,68495974
39312,8574600,8145870,8574600,1,1.03,8846918
39313,923905,739124,692928.75,0.75,2.1,1938000
39315,950000,124198.2,118284,1,2.91,2952594
39316,400000,43842.75,41755,1,2.21,1022311
39318,20400,15300,15300,0.75,0,0
39319,40000,30000,30000,0.75,0,0
39320,66423,51000,49817,0.75,0,0
39322,40000,30000,30000,0.75,0,0
39323,57767,85200,57047,0.61,13.58,38029
39326,238658.33,2475000,178993.75,0.75,1.39,250287
39327,0,31991,0,0.75,0,0
39329,0,29097,0,0.75,1.3,48241
39331,7261751,229469,6096275,0.84,0,0
39332,7645510,50170,5734133,0.75,4.27,35385743
39333,151989,118622,113992,0.75,4.46,677311
39334,718450,556978,538838,0.75,4.73,3396602
39335,536683,492553,402512,0.75,0,0
39336,312000,246065,234000,0.75,5.53,1725420
39337,85060,88110,63793,0.75,0,0
39338,279005,17788,209254,0.75,5.57,1552527
39339,307342,300617,230507,0.75,0,0
39340,474526,424920,355895,0.75,10,396969
39341,496589,387930,372442,0.75,1.68,836316
39342,257437,147916,193078,0.75,0,0
39343,106584,80381,79932,0.75,1.13,333604
39346,70000,52500,52500,0.75,0,0
39347,77000,57750,56792,0.75,0,0
39349,3754868,1800000,2816150.74,0.75,37.66,141414277
39350,25609,22950,19207,0.75,0,0
39351,20706304,6816232,18685687.4,0.9,2.63,231578946
39353,1000000,750000,0,0.75,0,0
39354,757378,570075,568034,0.75,1.18,898179
39355,224411,114462,168308,0.75,0,0
39356,30000,30000,22500,0.75,0,0
39357,157841,86459,157841,1,0,0
39358,16590,23254,16590,1,0,0
39361,5950,12000,4000,0.67,1.37,21420
39362,321434.76,18750,241076.09,0.75,3.95,3022901
39363,220095,52963,52963,1,0,0
39364,3932580.5,3539322.45,3539322.45,0.9,7.71,30320210
39365,1530000,1447000,1377000,0.9,2.85,4594608
39366,16000,15500,14400,0.9,0,0
39369,382251,411402,286688,0.75,0,0
39370,1675769,137410,1256827,0.75,1.06,1691513
39371,4586177.47,242844,3439633.1,0.75,1.03,4121812
39372,165900,124425,124425,0.75,0,0
39373,10367,8253,7775,0.75,10.33,5507163
39374,37528,29438,28146,0.75,0,0
39375,32000,27172,24000,0.75,0,0
39377,1703850,1277887.5,1277887.5,0.75,2.48,4318346
39382,739706,702720.7,665735.4,0.9,2.59,1931723
39383,3398220,3398220,2034424.59,1,1.13,3850000
39384,199405.75,179465.17,179465.17,0.9,1.88,379579
39385,293000,256672.49,219750,0.75,2.47,722655
39389,3554889.41,2666167.06,2071589.39,0.75,1,2871417.49
39391,519136,493179.2,467222.4,0.9,1.51,820000
39392,1444444.44,157130,165400,1,1.78,2811598
39393,204910,194619,184419,0.9,0,0
39397,39711553.31,3682652.58,3507288.17,1,3.38,150530670
39398,242550,230422.5,218295,0.9,0,0
39399,179898.72,161908.85,161908.85,0.9,0,0
39400,29037,27585.15,26133.3,0.9,0,0
39401,2979001,773419.58,1919819.7,0.9,3.77,21094710
39402,98547,88692.3,88692.3,0.9,0,0
39403,750000,712500,675000,0.9,0,0
39404,1000000,174300,166000,1,1.26,1281165
39405,794489,635591.2,595866.75,0.75,1.91,1513895
39407,6923568.8,642057.45,611483.29,1,8.57,66619353
39408,6423786,4287605,5412104,0.84,2.01,12078584
39409,1610,1294,1208,0.75,0,0
39410,13836,11116,0,0.75,0,0
39416,9238259,804296.61,1033940.7,0.9,1.02,9467279
39417,1218427,386541.6,913820.25,0.75,1.5,1828897
39418,59668.5,47734.8,44751.38,0.75,0,0
39419,34709758.32,3218810.92,3065534.21,1,1.02,39770602
39420,3000000,350700,334000,1,1.45,4940267
39421,1746570,1575000,1309927.2,0.75,1.64,3548303
39422,20000,15000,15000,0.75,0,0
39423,49588,62594,37191,0.75,0,0
39424,65000,67285,65000,1,0,0
39425,1219547,1092347,914660,0.75,4.32,5266171
39426,3832821,375000,2874615.42,0.75,4.28,18945517
39427,32467,24350,24350,0.75,3.32,122756
39429,82771,92580,78632,0.95,0,0
39430,603719.96,457664,452789.97,0.75,3.2,1850000
39431,156893,126689,117670,0.75,0,0
39432,0,28500,0,0.75,0,0
39433,18185,14370,14370,0.79,0,0
39434,180700,135525,135525,0.75,0,0
39435,132810,132810,132810,1,0,0
39436,348137,245038,261103,0.75,1.94,674990
39437,69900,75000,52425,0.75,0,0
39438,181966,259213,127747,0.7,1.37,21420
39439,185325,138994,138994,0.75,0,0
39440,33695,26258,24485,0.73,0,0
39441,153500,14583,14583,0.1,0,0
39442,196459,112100,96459,0.49,5.66,1346973
39451,608200,295258.8,451729.4,1,1.41,637933
39457,110666.85,100000,79294.77,0.72,0,0
39458,270309,216246.16,202731.75,0.75,1.15,328687
39459,660943,506178.85,495707.25,0.75,1.25,834986
39460,249000,16000,15000,0.75,10.28,2710458
39461,22452.6,19770.98,20207.34,0.9,0,0
39462,50538,23867.2,45484.2,0.9,0,0
39463,956862,101422.85,95367.75,0.75,7.41,7207804
39464,233100,186480,174825,0.75,2.14,534495
39465,330540.02,346913.22,330540.02,1,1.18,411486
39466,92227,69170.25,69170.25,0.75,0,0
39467,38201,36290.9,34380.9,0.9,0,0
39468,689880,65466,65466,0.9,24.09,16619212
39469,1575000,468750,468750,0.75,0,0
39472,96756.25,72564.91,72564.91,0.75,1,95756.25
39478,10000,7500,7500,0.75,0,0
39480,2191458.86,2001225,1643462.65,0.75,3.34,8901666
39481,79695,64662,59772,0.75,0,0
39482,38549,28960,28911.75,0.75,0,0
39483,8715,6865,6536,0.75,0,0
39484,2472228,1873372,1854171.21,0.75,1.24,3243353
39486,32545.48,27000,24409.11,0.75,0,0
39490,77615,77614.9,77614.9,1,1,1
39491,312525,281272.5,272719.33,0.9,1.71,534417.75
39493,32268,25600,24201,0.75,0,0
39494,0,15491.25,0,0.75,1.45,52134
39495,280822500,7196429,12700000,1,2.84,864469176
39496,2867175,253374,239124,0.75,1.53,4800286
39497,33032577,7348164,7348164,1,0,0
39500,121103,68807,90827,0.75,2.41,310478
39501,236725,180203,177544,0.75,0,0
39503,60331,49044,45248,0.75,0,0
39506,1530,130221,1148,0.75,0,0
39507,15205,11979,11404,0.75,0,0
39509,799291.92,757520,599468.94,0.75,1,1480000
39510,458221.73,187500,343666.31,0.75,3.94,1959927
39511,25000,18750,18750,0.75,0,0
39512,0,128748.37,0,0.75,1.4,251259
39513,40000,30000,30000,0.75,0,0
39518,104243.28,99031.11,93818.95,0.9,1,104243
39520,15000,11250,11250,0.75,0,0
39521,464366,371492.5,348274.5,0.75,1,464423
39524,7437.5,5578.13,5578.13,0.75,0,0
39527,138000,131100,124200,0.9,0.13,19007
39528,64600,58140,58140,0.9,36.81,2835019
39531,32868,31224.6,29581.2,0.9,0,0
39534,20000,15000,15000,0.75,0,0
39537,197040,157505.6,147780,0.75,0,0
39539,32268,24201,24201,0.75,0,0
39541,70000,1600,1500,0.75,1.55,108728
39547,1000000,767600,0,0.75,0,0
39548,617000,486612,462750,0.75,0,0
39549,4812309,4087157,3609232,0.75,0,0
39550,6989,5624,5242,0.75,0,0
39551,719652,559080,539740,0.75,1.95,1421257
39552,432679,13787,324509,0.75,1.12,503555
39554,222806,174982,167105,0.75,1.1,247656
39555,595804,609344,446853,0.75,0,0
39557,401650,312364,301238,0.75,1.62,651650
39558,347751,220687,260813,0.75,4.73,1415072
39559,0,135750,0,0.75,0,0
39560,28901,22257,21676,0.75,0,0
39561,174825,131119,131119,0.75,0,0
39562,2031426,1523570,0,0.75,1,2039810
39563,610218.56,610350,457663.92,0.75,4.01,3278907
39564,229500,172125,172125,0.75,8.13,1874899
39565,0,100000,0,0.57,0,0
39566,0,100000,0,0.58,0,0
39567,50000,37500,37500,0.75,0,0
39568,888195,450000,450000,0.51,2.11,1306996
39569,3275086,779124,3275086,1,0,0
39570,25386,16064,16064,0.63,1.24,30477
39571,98799,99732,98799.23,1,0,0
39573,1834104,8589632,1375578,0.75,0,0
39574,22929,18484,17197,0.75,0,0
39575,33581,13433,25186,0.75,0,0
39600,3362964,125442,1629025,0.48,1.5,3150000
39601,691712,591260,518784,0.75,1,675000
39602,93875,82866,70406,0.75,0,0
39605,16302,9558,12227,0.75,0,0
39606,463275,297889,347455,0.75,2.36,1154707
39608,13328,10608,9996,0.75,0,0
39609,46248,50068,34686,0.75,3.88,250741
39610,12000,9547,9000,0.75,0,0
39611,153892,124479,115419,0.75,1.27,198030
39612,0,3543,0,0.75,3.75,16713
39621,19359,18000,14519,0.75,0,0
39627,1769555,553058.25,1327166.25,0.75,2.65,4838219
39628,205950,154462.5,154462.5,0.75,3,613614
39632,765240,573930,573930,0.75,8.41,6432129
39637,11596.32,836062,7284.14,0.75,1.89,2946230
39638,3937901,1800000,2953425.02,0.75,1.32,3265487
39639,0,464250,0,0.75,1.24,624983
39640,930693,669673,570851,0.61,3.73,2560100
39641,85219,88089,60080,0.71,1.37,21420
39642,2480616,1860462,0,0.75,1.06,2694928
39643,198724,204975,149043,0.75,0,0
39644,0,58500,0,0.75,0,0
39645,893404.02,107823,893404.02,1,0,0
39647,45335,38158,31057,0.69,1.37,21420
39649,50151,37632,37613,0.75,0,0
39650,132300,119070,119070,0.9,5.86,845317
39651,8209.8,7799.31,7388.82,0.9,2.16,374286
39652,304011.97,382235,228009,0.75,0,0
39654,1391851.81,1408490,1043888.85,0.75,6.69,15739920
39655,35000,19000,19000,0.54,0,0
39656,70000,50741,50741,0.72,0,0
39657,37660,28245,28245,0.75,24.11,1108916
39658,43351,34319,29141,0.67,0,0
39659,1021385,736245,629324.41,0.62,9.18,6520058
39660,53039,53663,39779.25,0.75,0,0
39661,92139,77063,69104,0.75,0,0
39670,941682,706261.5,466047.35,0.75,2.99,2841758
39677,1044344.04,2211042,1044344.04,1,1,2211042
39684,659090,593181,593181,0.9,7.97,5252312
39690,3610299,1158474.1,1097504.1,0.9,1.38,5205693
39691,20347314,15439034,15260486,0.75,0,0
39692,81208,101551,60480,0.74,0,0
39693,265525,238972.5,238972.5,0.9,9.54,2532001
39694,300000,315000,300000,1,1.67,552717
39695,5162589.07,982666.18,4130071.26,0.8,2.55,13278734
39696,488000,439200,439200,0.9,12.27,6139426
39701,660262.5,524476,524476,0.79,1.62,1235703
39702,43743,32807,32807,0.75,0,0
39703,177179,150000,132884,0.75,0,0
39704,35417,43200,26562.54,0.75,1.38,82086
39705,30000,22500,22500,0.75,0,0
39708,452595,1222941,339446,0.75,0,0
39709,0,3097937,0,0.75,0,0
39710,13500328,11222727,10125246,0.75,0,0
39711,44775,13433,33581,0.75,0,0
39712,156000,124386,110005,0.75,0.83,2078421
39713,24000,19095,18000,0.75,0,0
39714,28423,24199,21317,0.75,0,0
39715,101202,74468,75902,0.75,0,0
39716,8656,6365,6000,0.69,0,0
39717,14265,8460,8094,0.57,0,0
39718,218480,122331,163860,0.75,1.5,234000
39735,32136.34,23181,23159.86,0.72,0,0
39736,0,28634,0,0.75,0,0
39737,2484670.58,1637995,1637995,0.66,1.81,4761782
39738,1737874.47,4417642,1303405.85,0.75,2.86,16836000
39739,31689,17542,23767,0.75,0,0
39740,20316,25773,15237,0.75,7.5,152327
39741,28631,32541,21474,0.75,1.97,56387
39742,5975,14668,3500,0.59,2.61,51751
39743,12000,9548,9000,0.75,0,0
39745,12045281.94,18969375,9803253.12,0.81,0,0
39746,19715,16694,14786,0.75,0,0
39751,136760.02,357760,123084,0.9,1.48,588869
39755,164125,121218.75,123093.75,0.75,3.14,515997
39757,826816,640836.75,620112,0.75,2.39,2089433
39758,682787,752379.75,512089.76,0.75,0,0
39760,965122.49,1076696.25,723841.87,0.75,0,0
39761,536368.86,488780.25,402276.65,0.75,5.99,4249491
39763,13394050,12862537,10045537,0.75,0,0
39765,0,6521477.81,0,0.48,1.17,15995849
39767,326752.52,275045,245064.39,0.75,0,0
39768,2630145,191198.7,191198.7,0.9,7.85,34476569
39771,870000,913500,870000,1,1,870000
39772,44252.21,33189.16,33189.16,0.75,2.6,128368
39774,1458665.3,1483665.3,1458665.3,1,8.4,13943115
39775,30201,22650.75,22650.75,0.75,0,0
39776,446000,334500,334500,0.75,0,0
39777,366380.96,352013.04,352013.04,1,0,0
39786,3891833,74594,74594,0.28,1.16,1726432
39793,128900,103120,96675,0.75,0,0
39794,39521.24,37500,29640.93,0.75,0,0
39795,500000,375000,370000,0.74,1.42,710625
39796,211000,200450,189900,0.9,1,211000
39797,3540547.22,474382.41,388453.79,0.9,1.58,5858016
39821,234877.72,189000,176158.29,0.75,0,0
39822,256869,205920,150651.75,0.75,0,0
39823,96726,90690,72544.43,0.75,1.33,164099
39824,18750,11250,11250,0.75,0,0
39825,5396144,500000,4967144,1,0,0
39826,209137,314639,209137,1,1.15,362614
39828,1767050,63600,1325287.5,0.75,1.11,1691392
39829,541650,433320,406237.5,0.75,29.24,15838018
39839,2581526.5,2581526.5,2581526.5,1,2.6,6778199
39840,556000,495000,495000,0.9,1,550000
39842,260939,195704.25,195704.25,0.75,20.95,5467188
39845,620000,620000,620000,1,1,620000
39846,12000,9547,9000,0.75,0,0
39848,72882,77807,54662,0.75,0,0
39850,49886,54590,24943,0.5,2.87,290448
39853,667004,891225,500253,0.75,1.88,1252407
39854,2326859,2469563,1745144,0.75,1.51,535483
39855,97806,75000,73355,0.75,0,0
39861,1208476.19,1036398,906357.13,0.75,0,0
39862,1661319,204144.75,204144.75,0.75,1.25,2183251
39863,285000,202144,202144,0.71,0,0
39865,49518,37138.5,37138.5,0.75,0,0
39866,856598,642448.5,642448.5,0.75,2.27,1946043
39868,53881,47190,40411,0.75,0,0
39869,371274,278456,278456,0.75,4.72,1593185
39870,12500,9375,9375,0.75,0,0
39871,77013,54341,54341,0.71,1.68,121795
39872,75555,99119,71777,0.95,0,0
39873,25000,18750,0,0.75,0,0
39874,17733,3639,13300,0.75,0,0
39875,489816,450000,286938.87,0.59,9.18,4132431
39877,150539,111919,112895,0.75,2,297940
39878,65534,49289,47689.58,0.73,0,0
39879,42000,32663,31500,0.75,0,0
39884,813725.42,1544248.5,610294.07,0.75,2.55,5244000
39885,18731.66,21592,18731.66,1,0,0
39886,19020,15742,14264.64,0.75,0,0
39888,1065103.99,856418,798827.99,0.75,3.58,3155482
39891,573300,429975,429975,0.75,9.28,5317960
39896,3044969,2708738,1816576.85,0.89,7.33,20126225
39897,1296926.67,1300000,972694.93,0.75,1.42,4004780
39898,197529,148146.75,148146.75,0.75,2.55,504450
39900,996830,766262,747623,0.75,5.95,5751591
39901,43834,37500,32876,0.75,0,0
39903,1332421.04,999315.78,308612.75,0.75,5.25,20923328.9
39904,63270.6,697593.5,47452.95,0.75,1.63,1529702.4
39905,3631947,3650830.94,3355447.63,0.92,1.52,5526619
39906,95986.87,71754.26,71754.26,0.75,27.21,2772895
39907,128830,96622,96622,0.75,1.88,242443
39910,80000,63825,60000,0.75,0,0
39911,37352739.5,24024808.6,28014554.63,0.75,1.09,41568193
39912,193000,144750,144750,0.75,0,0
39913,150000,135000,135000,0.9,0,0
39914,62500,56250,56250,0.9,0,0
39916,40000,36000,36000,0.9,29.09,1163680
39918,178660,169694,160794,0.9,0,0
39920,12810418,3084501,12810418,1,0,0
39921,144928.77,165677,108696.58,0.75,1.25,276000
39922,9429,7071.75,7071.75,0.75,0,0
39924,174580,214789,130935,0.75,0,0
39925,240330,86129,180248,0.75,1.04,1122900
39926,108722,194260,81542,0.75,3.16,567435
39927,158800,126267,119100,0.75,1.94,307306
39928,865989,1151228,649491,0.75,1.34,1813284
39929,108120,85937,81090,0.75,1.18,129479
39930,389417,415243,292063,0.75,1.91,1044986
39933,207223,211940,155417,0.75,1.13,298197
39934,214172,171978,160629,0.75,1.31,281411
39935,0,220078,0,0.75,1,300000
39937,770065,485751,577551,0.75,2.81,2262502
39938,133772,76945,100329,0.75,2.11,312768
39939,0,114432,0,0.75,1.37,202905
39940,45000,35802,33750,0.75,0,0
39943,59492274,10310232,10310232,1,0,0
39944,123382,129551,123382,1,1.79,287805
39946,788300,709470,709470,0.9,1.25,807518
39947,0,961440,0,0.75,1.67,6831581
39948,3164177.27,253617.29,237774.29,0.75,5.05,11548760
39950,205930,121500,121500,0.75,1.09,278872
39951,5538866,915484.8,858267,0.75,1.32,7382849
39952,75535.53,198075,56651.64,0.75,0,0
39954,2525199,1953899.25,1893899.25,0.75,1.09,2751838
39955,0,128000,0,0.75,1.98,357962
39957,0,374062.5,0,0.75,1.47,625687
39959,135000,128250,121500,0.9,0,0
39960,425261.03,356558,318945.77,0.75,1.74,828000
39961,538655,403990.71,403990.71,0.75,1.45,1230070
39962,240622,150000,180466.5,0.75,1.42,391320
39963,36702.42,25500,27526.82,0.75,0,0
39964,89515,23303.25,67136.25,0.75,1.42,382791
39965,400460,22275,300345,0.75,0,0
39966,0,131148.75,0,0.75,1,175000
39967,1200000,812500,0,0.68,1.06,1267043
39968,669795586.3,96131,669795586.3,1,3.31,2411342481
39969,302888,943397,227166,0.75,0,0
39970,12000,9548,9000,0.75,0,0
39973,395926,503786,376130,0.95,1.21,622708
39975,21265,23777,15949,0.75,0,0
39976,830000,117818.34,112207.94,1,1.38,1287661
39979,294888.5,280140.74,265399.65,0.9,0,0
39986,700277,550207.75,525207.75,0.75,4.2,3223602
39987,200015,159436.2,150011,0.75,28.56,7651544
39988,302425,226818.75,226818.75,0.75,4.71,9874075
39989,94500,94500,94500,1,1.66,1434143
39990,434216,347372.8,303203.93,0.75,0,0
39991,725000,652500,652500,0.9,1.04,768067
39994,69815.9,66325.1,62834.31,0.9,2.36,174744
39995,19578.83,14684.12,17620.95,0.9,0,0
39996,25950,23355,23355,0.9,0,0
39997,143000,128700,128700,0.9,1.1,219487
39999,15600,10886.66,11700,0.75,0,0
40001,72410,54307.5,65169,0.9,18.76,2356516
40002,27092136,20556836,20319102,0.75,0,0
40003,346800,274397,260100,0.75,2.25,291516
40004,342564,414271,256923,0.75,3.9,612326
40005,284997,116077,112500,0.39,6.02,903040
40006,1226847,1192509,920135,0.75,0,0
40007,135706,106021,101780,0.75,4.28,435307
40008,28965,23868,21724,0.75,0,0
40009,7083934,5100958,5000000,0.71,1.04,7917136
40010,46065,35109,32775,0.71,0,0
40011,54969,43280,40756,0.74,0,0
