state,FederalFunding,benefitCostRatio,ProjectTimeline(in months),ZoneRiskLevel
Texas,60136.48,0.0,77.0,High
California,208425.0,1.23,35.0,High
Wisconsin,23700.0,0.0,46.0,Moderate
South Carolina,1252743.0,0.0,48.0,Moderate
Maine,3908.0,1.16,-6.0,Low
Oklahoma,190358.0,4.66,40.0,High
Indiana,190643.0,0.0,62.0,Low
New Jersey,265880.0,0.0,54.0,High
Kentucky,37261.0,0.0,28.0,High
Florida,0.0,1.84,44.0,High
Florida,4910.0,2.08,22.0,High
Tennessee,39975.0,0.0,25.0,Moderate
Iowa,26272.0,0.0,36.0,High
Georgia,21879.65,0.0,67.0,High
Alabama,146221.0,3.51,54.0,High
North Carolina,86393.0,0.0,45.0,High
Michigan,168750.0,9.31,78.0,Moderate
Alabama,52774.97,5.53,118.0,High
Iowa,13271.93,0.0,21.0,High
Colorado,2697188.0,2.42,45.0,Moderate
Washington,373142.0,3.19,16.0,High
South Dakota,7500.0,0.0,21.0,High
California,79256.3,0.0,37.0,High
Nebraska,87956.0,0.0,38.0,High
Wisconsin,103538.0,1.73,27.0,Moderate
Massachusetts,12679.0,0.0,72.0,Moderate
New York,678545.0,0.0,91.0,High
Oklahoma,20000.0,0.0,72.0,High
Alabama,95682.0,12.46,11.0,High
Florida,11356.89,1.07,36.0,High
North Dakota,196047.0,0.0,38.0,High
Colorado,35610.0,0.0,34.0,Moderate
Maine,27340.0,1.5,83.0,Low
Pennsylvania,46442.0,0.0,52.0,High
North Dakota,33750.0,0.0,25.0,High
Iowa,130449.0,3.43,35.0,High
Idaho,12176.0,1.92,19.0,Low
California,5252300.25,1.95,37.0,High
Florida,55933.0,10.71,56.0,High
Pennsylvania,85669.0,3.16,0.0,High
Virginia,567044.1,1.01,60.0,Moderate
Tennessee,987494.0,6.32,66.0,Moderate
Iowa,23236.0,0.0,27.0,High
South Dakota,15986.0,2.4,15.0,High
Alabama,177433.66,6.41,95.0,High
Kansas,230923.0,0.0,71.0,High
New Jersey,1887708.15,1.66,59.0,High
Florida,561670.36,2.02,81.0,High
New Jersey,69999.0,0.0,35.0,High
Alabama,61387.5,4.52,113.0,High
Georgia,13255.0,0.0,23.0,High
Kansas,20072.0,0.0,40.0,High
North Carolina,22150.75,1.01,37.0,High
Florida,3764933.52,0.0,171.0,High
Alabama,882955.0,0.0,50.0,High
North Carolina,152250.0,0.0,59.0,High
Virginia,108385.0,0.0,37.0,Moderate
Puerto Rico,15729.0,5.49,16.0,Moderate
Minnesota,38000.0,0.0,72.0,Moderate
California,2067577.5,11.26,154.0,High
Alabama,4000.0,3.78,97.0,High
Alabama,135375.0,1.37,78.0,High
Kentucky,245250.0,1.02,65.0,High
North Carolina,7500.0,0.0,36.0,High
Louisiana,90292.0,10.95,19.0,High
Missouri,1038082.5,1.4,32.0,High
Alabama,94064.59,4.17,113.0,High
New Mexico,34876.0,0.0,70.0,Low
Georgia,8871.0,0.0,18.0,High
Pennsylvania,0.0,1.0,4.0,High
Texas,48635.0,0.0,43.0,High
Alabama,4000.0,1.37,20.0,High
Florida,178979.18,0.0,69.0,High
Florida,95850.0,5.87,8.0,High
Illinois,39238.0,0.0,54.0,Moderate
South Carolina,0.0,0.0,33.0,Moderate
Wisconsin,24750.0,0.0,32.0,Moderate
Texas,78223.0,1.66,33.0,High
Mississippi,44567.0,0.0,18.0,High
Alabama,75980.0,6.27,11.0,High
Texas,13333.33,0.0,91.0,High
Georgia,8329.0,0.0,24.0,High
Alabama,52106.0,0.0,14.0,High
Missouri,64253.0,0.0,65.0,High
New York,574040.37,2.97,109.0,High
Oklahoma,17970.0,0.0,15.0,High
Florida,607210.93,1.08,49.0,High
Ohio,8156.0,0.0,44.0,Moderate
Florida,242518.0,1.56,78.0,High
New Jersey,148782.0,1.9,23.0,High
Ohio,1038064.0,10.34,73.0,Moderate
South Carolina,133100.0,1.07,28.0,Moderate
North Dakota,29621.0,0.0,64.0,High
North Carolina,3884274.66,1.42,85.0,High
Georgia,53583.0,0.0,19.0,High
Arkansas,22430.0,0.0,49.0,Moderate
West Virginia,29413.0,4.35,52.0,Moderate
Washington,120000.0,2.16,97.0,High
Florida,1155063.0,1.66,74.0,High
California,141050.0,0.0,45.0,High
California,75000.0,0.0,27.0,High
Iowa,19500.0,0.0,59.0,High
Tennessee,581297.0,3.18,79.0,Moderate
Georgia,29338.0,0.0,19.0,High
Georgia,300000.0,0.0,70.0,High
Mississippi,55633.0,0.0,22.0,High
Iowa,5100.0,0.0,29.0,High
Georgia,23754.0,0.0,31.0,High
New York,76515.0,2.36,100.0,High
Georgia,85925.47,1.59,64.0,High
Kansas,3742164.0,1.87,50.0,High
South Carolina,407831.26,3.04,62.0,Moderate
Nebraska,33952.0,0.0,14.0,High
Mississippi,27615.0,0.0,22.0,High
Oklahoma,30000.0,0.0,44.0,High
North Carolina,106620.24,2.57,42.0,High
Florida,8396.0,1.99,16.0,High
South Dakota,10125.0,0.0,25.0,High
New York,986000.0,0.0,76.0,High
Kentucky,39254.0,0.0,16.0,High
Vermont,3500.0,0.0,79.0,Moderate
Iowa,36000.0,0.0,23.0,High
Georgia,96622.0,1.88,48.0,High
New Jersey,400000.0,2.55,27.0,High
Puerto Rico,173114.0,15.78,54.0,Moderate
Virginia,143209.0,1.14,25.0,Moderate
Oklahoma,958436.96,1.88,62.0,High
New York,37208.0,0.98,63.0,High
Florida,1260596.0,21.23,23.0,High
Alabama,19350.0,2.07,14.0,High
California,11250.0,1.82,13.0,High
Alabama,98993.0,0.0,63.0,High
Georgia,40587.53,0.0,68.0,High
Ohio,11250.0,0.0,28.0,Moderate
Mississippi,0.0,0.0,79.0,High
Alabama,53192.25,0.0,116.0,High
Iowa,1406.25,1.73,31.0,High
Montana,367.3,0.0,37.0,Low
Guam,3600.0,1.34,111.0,Low
Puerto Rico,408623.0,0.0,64.0,Moderate
Alabama,36297.0,1.04,39.0,High
New York,297298.0,2.94,55.0,High
South Dakota,25291.0,1.06,25.0,High
Florida,80235.0,13.24,19.0,High
Connecticut,100000.0,3.0,21.0,Moderate
Oklahoma,117000.0,0.0,19.0,High
Minnesota,151562.0,0.0,65.0,Moderate
Missouri,628587.0,1.64,39.0,High
New Jersey,121397.0,2.65,1.0,High
Mississippi,0.0,1.75,38.0,High
Wisconsin,1153412.0,1.0,71.0,Moderate
Kansas,120524.0,1.49,52.0,High
Wisconsin,9000.0,0.0,26.0,Moderate
Nebraska,3892028.06,1.99,62.0,High
Texas,385984.86,0.0,63.0,High
Oklahoma,12090.0,0.0,56.0,High
Federated States of Micronesia,212452.0,8.68,95.0,Low
New Jersey,43859.0,0.0,37.0,High
North Carolina,2761797.0,0.0,53.0,High
Connecticut,148739.0,14.65,71.0,Moderate
Alaska,166900.0,0.0,35.0,Low
Massachusetts,0.0,1.15,48.0,Moderate
Texas,61848.0,0.0,69.0,High
Louisiana,65000.0,0.0,32.0,High
Oklahoma,28125.0,0.0,32.0,High
South Dakota,453000.0,1.17,6.0,High
Nevada,14886.0,0.0,62.0,Low
Texas,194477.0,0.0,140.0,High
New Jersey,75000.0,1.78,42.0,High
Vermont,1.0,0.0,36.0,Moderate
California,150000.0,0.0,33.0,High
Ohio,57900.0,0.0,29.0,Moderate
Mississippi,402276.65,5.99,27.0,High
Vermont,15778.0,1.78,55.0,Moderate
North Carolina,81929.0,0.0,28.0,High
Texas,216175.0,0.0,85.0,High
Georgia,14844.0,0.0,45.0,High
Oklahoma,22500.0,0.0,48.0,High
South Dakota,58528.0,1.01,25.0,High
Louisiana,833248.0,1.2,86.0,High
North Carolina,0.0,1.61,44.0,High
Iowa,390260.0,1.21,28.0,High
Virginia,104651.0,0.0,0.0,Moderate
Texas,2675996.0,1.2,66.0,High
North Dakota,71276.0,0.0,40.0,High
Washington,207889.98,1.55,29.0,High
Indiana,15000.0,0.0,68.0,Low
Arkansas,442149.0,3.73,62.0,Moderate
Alabama,5760.0,1.83,9.0,High
Florida,1316137.5,7.04,55.0,High
Texas,95123.25,0.0,83.0,High
Michigan,19717.0,0.0,106.0,Moderate
Florida,596.0,2.26,31.0,High
Florida,22028.0,1.64,26.0,High
Arkansas,717232.0,2.53,63.0,Moderate
Washington,98271.0,0.0,83.0,High
South Dakota,9375.0,0.0,19.0,High
Wisconsin,202498.87,0.0,63.0,Moderate
Tennessee,17224.0,0.0,59.0,Moderate
Pennsylvania,25172.0,0.0,37.0,High
Texas,85000.0,0.0,141.0,High
Hawaii,485.0,0.0,58.0,Low
Michigan,216723.0,1.34,0.0,Moderate
Florida,296126.89,1.12,43.0,High
Kansas,643611.0,3.24,64.0,High
South Dakota,64564.0,1.02,23.0,High
Nebraska,120000.0,0.0,43.0,High
Louisiana,150000.0,0.0,52.0,High
Florida,37295.62,3.37,42.0,High
Alabama,198007.15,1.74,77.0,High
Alabama,59500.0,20.88,30.0,High
Alabama,38035.71,3.83,114.0,High
Mississippi,318431.44,12.55,54.0,High
Michigan,89554.0,1.01,39.0,Moderate
Mississippi,140904.0,0.0,45.0,High
Tennessee,80475.0,0.0,53.0,Moderate
Virginia,35256.0,0.0,-1.0,Moderate
Florida,95636.0,1.82,40.0,High
Minnesota,376237.03,0.0,73.0,Moderate
Indiana,2444158.0,0.0,81.0,Low
Wisconsin,524295.0,4.83,41.0,Moderate
Florida,10611.0,3.42,14.0,High
Alabama,55296.0,1.37,83.0,High
Florida,40680.0,1.17,41.0,High
Iowa,110037.0,0.0,36.0,High
Alabama,2654.0,0.0,9.0,High
New Jersey,75000.0,0.0,32.0,High
California,2999999.98,19.39,151.0,High
Alabama,141095.21,1.97,86.0,High
California,809626.31,1.03,55.0,High
Nebraska,10860.0,0.0,34.0,High
Texas,74969.0,0.0,146.0,High
Nevada,16875.57,0.0,52.0,Low
Iowa,176084.0,0.0,48.0,High
Alabama,51385.0,0.0,64.0,High
Illinois,2500.0,0.0,37.0,Moderate
Wisconsin,57711.0,0.0,74.0,Moderate
New Hampshire,15461.0,1.69,49.0,Moderate
Ohio,1280013.0,2.61,50.0,Moderate
Georgia,11404.0,0.0,25.0,High
Georgia,15938.0,0.0,48.0,High
Florida,370884.75,10.33,45.0,High
Kentucky,2251263.4,0.0,150.0,High
Iowa,80609.0,0.0,52.0,High
Kansas,315830.0,4.13,42.0,High
Maryland,31590.0,1.0,22.0,Moderate
Texas,94499.99,0.0,47.0,High
Iowa,17362.52,0.0,33.0,High
New Hampshire,72750.0,8.35,36.0,Moderate
Minnesota,950462.0,1.03,26.0,Moderate
Florida,154263.94,4.41,39.0,High
Alabama,83206.0,1.37,80.0,High
Georgia,15000.0,0.0,43.0,High
New York,1444238.34,0.0,115.0,High
Colorado,290025.0,2.06,49.0,Moderate
New York,22814.48,1.0,0.0,High
Alabama,52314.55,5.61,118.0,High
Oklahoma,29281.0,0.0,28.0,High
Florida,7109.0,6.67,28.0,High
Mississippi,3226154.0,2.87,62.0,High
Florida,1011662.0,1.14,86.0,High
Louisiana,99474.0,1.11,75.0,High
Alabama,253360.03,3.27,116.0,High
Missouri,416120.3,0.0,50.0,High
Iowa,243306.0,4.4,31.0,High
California,460817.0,3.33,53.0,High
Missouri,742709.86,0.0,58.0,High
Louisiana,77857.5,7.82,117.0,High
Minnesota,23625.0,0.0,66.0,Moderate
Iowa,26250.0,0.0,26.0,High
Nebraska,145913.0,0.0,69.0,High
Iowa,231151.0,0.0,31.0,High
West Virginia,127949.0,0.0,0.0,Moderate
Vermont,54884.0,1.09,133.0,Moderate
Missouri,342830.0,2.56,28.0,High
Pennsylvania,735000.0,1.02,0.0,High
Tennessee,69052.0,0.0,38.0,Moderate
Mississippi,24602.0,0.0,5.0,High
Arkansas,1453253.0,3.41,62.0,Moderate
New Hampshire,6000.0,0.0,28.0,Moderate
Alabama,15020.86,3.53,125.0,High
Mississippi,1632025.0,1.8,55.0,High
South Dakota,122327.0,0.0,43.0,High
Alabama,1020485.0,5.9,119.0,High
Vermont,11338.0,0.0,53.0,Moderate
Oklahoma,163883.75,9131.3,65.0,High
Tennessee,8202.0,0.0,60.0,Moderate
Oklahoma,32534.0,4.6,28.0,High
Missouri,102925.68,2.21,13.0,High
Florida,0.0,1.59,31.0,High
Alabama,67593.12,4.29,111.0,High
South Dakota,10125.0,0.0,36.0,High
Texas,14825.63,0.0,48.0,High
New Jersey,146541.0,0.0,41.0,High
Florida,602294.0,2.35,62.0,High
Massachusetts,904325.81,1.05,95.0,Moderate
Louisiana,149993.0,0.0,66.0,High
Kansas,33750.0,0.0,27.0,High
Texas,1452752.75,1.25,71.0,High
Michigan,312375.0,1.15,76.0,Moderate
Tennessee,8508.0,0.0,67.0,Moderate
New Jersey,2199559.79,1.0,79.0,High
South Dakota,400367.36,3.76,58.0,High
Alabama,61125.0,1.37,95.0,High
Tennessee,212077.58,2.21,75.0,Moderate
Kansas,451554.0,1.5,31.0,High
Pennsylvania,34289.65,0.0,43.0,High
Louisiana,261666.0,8.33,38.0,High
Florida,71991.0,0.0,96.0,High
New Jersey,70063.47,1.33,71.0,High
Texas,72054.0,0.0,53.0,High
Mississippi,53984.0,11.12,72.0,High
Oklahoma,138925.46,8.94,42.0,High
Oklahoma,15783.0,0.0,33.0,High
New York,1216991.98,0.0,114.0,High
Nebraska,11381.42,0.0,26.0,High
Kentucky,138699.0,1.55,27.0,High
Alabama,17447.99,0.0,115.0,High
Florida,312888.66,1.0,33.0,High
Delaware,32759.0,0.0,48.0,Low
Mississippi,21496.52,0.0,36.0,High
Wisconsin,0.0,1.87,12.0,Moderate
Iowa,48233.09,2.13,47.0,High
Oklahoma,45512.0,0.0,39.0,High
Florida,75307.5,0.0,51.0,High
Louisiana,135070.0,0.0,83.0,High
Ohio,12270.0,0.0,41.0,Moderate
Connecticut,24000.0,0.0,46.0,Moderate
Utah,874695.0,1.2,58.0,Low
Alabama,9788.0,0.0,23.0,High
Florida,79642.5,3.71,62.0,High
North Dakota,32580.72,0.0,59.0,High
California,275000.0,1.31,41.0,High
Oklahoma,3225.0,0.0,72.0,High
Vermont,236455.0,0.0,53.0,Moderate
Wyoming,35996.27,0.0,44.0,Low
New Mexico,422100.0,1.45,126.0,Low
Iowa,3852966.0,1.35,73.0,High
North Carolina,467906.0,2.93,52.0,High
Massachusetts,279085.48,1.55,65.0,Moderate
Connecticut,1769340.5,1.76,51.0,Moderate
California,75000.0,0.0,35.0,High
North Carolina,637.5,1.34,49.0,High
Oregon,46014.0,0.0,75.0,Moderate
Alabama,7495.0,0.0,58.0,High
Georgia,199996.0,0.0,102.0,High
Oklahoma,3087.0,0.0,52.0,High
Alabama,354522.0,0.0,115.0,High
Texas,9104559.5,1.42,117.0,High
Ohio,134662.23,0.0,25.0,Moderate
Florida,10978.0,1.56,41.0,High
Georgia,29999.0,0.0,33.0,High
Alabama,8835.0,0.0,56.0,High
Connecticut,2461460.0,1.84,94.0,Moderate
Colorado,47682.0,0.0,22.0,Moderate
Alabama,268500.0,1.1,30.0,High
Connecticut,0.0,16.63,91.0,Moderate
Iowa,3985093.0,1.59,54.0,High
Massachusetts,80250.0,0.0,65.0,Moderate
Kentucky,1728129.0,1.37,54.0,High
Florida,31062.13,2.87,22.0,High
North Dakota,14517.0,0.0,76.0,High
North Carolina,336384.0,0.0,45.0,High
Illinois,429334.0,1.06,72.0,Moderate
South Dakota,168352.0,0.0,91.0,High
Washington,0.0,0.0,60.0,High
Colorado,1157454.65,1.96,154.0,Moderate
West Virginia,324000.0,2.43,26.0,Moderate
Alabama,4680.0,0.0,37.0,High
District of Columbia,16058.0,3.5,61.0,Low
Oregon,1161588.0,3.26,41.0,Moderate
Connecticut,56700.0,30.46,0.0,Moderate
South Carolina,3137.0,5.18,29.0,Moderate
Montana,2940375.89,1.52,83.0,Low
Colorado,6956.0,0.0,27.0,Moderate
Kansas,558563.0,1.26,48.0,High
Iowa,56038.0,0.0,22.0,High
Oklahoma,440999.9,1.0,0.0,High
Texas,49350.0,0.0,80.0,High
Alabama,54594.0,1.4,96.0,High
New Jersey,4984384.0,1.08,54.0,High
New Jersey,100000.0,2.47,32.0,High
Washington,45207.0,0.0,44.0,High
Alaska,2625.0,0.0,23.0,Low
Alabama,3500.0,2.61,15.0,High
West Virginia,240251.0,5.06,22.0,Moderate
Alabama,23967.0,0.0,52.0,High
Kentucky,1294.0,0.0,30.0,High
